爬取时间,video_aid,video_cid,up_id,标题,up_name,上传时间,审核时间,播放时长,简介,标签分区,标签分区id,标签个数,使用标签,使用标签id,硬币数,弹幕数,点踩数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,跳转链接,跳转app,链接文本
1676451866,694345426,1007764674,38598226,爱情真相：爱一个人可以多久？,医学科普联盟,1676373360,1676373360,312,相濡以沫，不如相望于江湖。,科学科普,201,5,恋爱;爱情;情感;激素;遗憾,4145;943;66605;614032;182456,6952,895,0,10805,0,18802,1400,7050,309591,1,0,无,无,无
1676451877,779301916,1007442595,39242150,关于我回到澳洲 男人变野人这件事......,AriaAndBrandon,1676370600,1676359399,68,带大家参观《精致的野人》我也是第一次见,日常,21,5,生活记录;情感;澳大利亚;欧美;男人,1057109;66605;60008;13619;7057,580,219,0,1458,0,41456,414,578,352828,1,0,无,无,无
1676451884,436806040,1007542520,12816241,情人节送这个，老婆眼里都放光了,托马斯家的,1676371339,1676371075,166,家人们说我做得对吗？,日常,21,9,高甜;情侣;搞笑;情人节;恋爱这件小事;光遇;光遇同心节;生活万花筒5.0·生活这件小事;眼里有光遇见心动,538048;66611;1833;16869;2569544;4676432;24330576;35165532;35511318,1907,506,0,1448,0,33744,340,1096,461023,1,0,无,无,无
1676451889,864329971,1006982828,1847854850,日本情人节要给喜欢的人送巧克力哦！【日本办公室料理】,長野社長,1676347200,1676337386,93,"大家记得去动态参加抽奖哦！！
「一键三连」忘れないでね！",美食制作,76,12,美食;日本美食;办公室;日本料理;巧克力;美食制作;社长;日本办公室料理;情人节巧克力;情人节;“遇见你，怦然心动”2023情人节活动;又是一年情人节,20215;289587;71994;47282;21214;562935;1768;35508414;59760;16869;35076622;35483426,692,222,0,1391,0,41333,340,161,500875,1,0,忘れないでね,,忘れないでね
1676451894,949181021,1002713096,3461582222789574,恶到必除,八龙孙国帅,1676085475,1676085475,73,-,小剧场,85,5,原创;任何邪恶终将绳之以法;依托答辩;不是白象我不吃;功夫是这样的,536;27096282;30761769;31397204;31609880,18152,4247,0,19177,36,217763,4642,44248,1926817,1,0,无,无,无
1676451904,694352228,1007711204,400230277,【水果猎人】网络热门水果鉴定36,水果猎人杨晓洋,1676371344,1676371344,322,本期出镜嘉宾：金光果、媛红椪柑、醋栗,科学科普,201,10,知识;自然;科普;杨晓洋;水果猎人;鉴定;水果;网络热门;网络热门鉴定;万物研究所·第八期,10009;18278;5417;14122815;655724;9216;6348;3155781;19079195;35165293,1681,1440,0,2053,0,52572,558,384,486859,1,0,https://b23.tv/mall-R5KB3-rTikMQwIPQ,淘宝,每天水果优选湖南麻阳塔罗科血橙香橙冬季新鲜包邮酸甜多汁猎奇
1676451911,266799685,1007621987,212630840,情人节快乐～（查理苏COS）,卡琳娜和揉西,1676369799,1676369800,91,查理苏一直给我很多的想象，我真的享受cosplay他的过程，我希望你能喜欢最后的成果～,仿妆cos,252,8,二次元;查理苏;情人节;查理;情人节快乐;Cosplay;普通人变美指南（新年版）;挑战二次元妆造,1907;16261187;16869;76269;150185;2521237;33365922;33370977,11847,721,0,4190,0,50979,978,3994,164554,1,0,无,无,无
1676451921,309251228,1007623348,946974,一片玻璃就能拍出电影感？！动辄上千元的相机滤镜有啥用？,影视飓风,1676368124,1676368124,641,这期视频我们来聊聊，在电影感塑造中，常常被大家忽略但又有极大用处的相机配件-滤镜！电影中常用哪些滤镜，不同滤镜能拍摄出怎样的画面？如果你喜欢本期视频，记得点赞投币！,数码,95,10,数码;科普;科技猎手;电影;4K;滤镜;器材;相机配件;影视飓风;电影滤镜,16906;5417;20423318;3141;206943;90598;87456;1600183;3483989;8744773,12386,2475,0,7480,0,40721,857,1743,351454,1,0,无,无,无
1676451933,394202348,1003571235,575191773,朝鲜族特色美食橡子冻，下雪了再来个海鲜葱饼配玛格丽～,朝鲜族金姐妹,1676121244,1676121244,110,,美食记录,215,10,美食;生活记录;美食制作;朝鲜族;特色;延边;海鲜葱饼;朝鲜族美食;延边美食;天南海北家乡味,20215;1057109;562935;404604;168319;1323729;2515967;5855990;7671033;33105243,1026,472,0,2946,0,54390,649,353,700329,1,0,无,无,无
1676451942,864281675,1007146758,33416285,Surprise！只为你准备的Love Potion˗ˋˏ♡ˎˊ˗,骆歆同学,1676345742,1676345742,76,"嘿嘿，提前很久拍的情人节特辑舞蹈，还满意不
要是三连多的话，以后多跳跳！
（这次专门弄了跟踪镜头的直拍版竖屏，哪个更好一点呀？",宅舞,20,9,宅舞;舞蹈;高甜;可爱;舞蹈翻跳;情人节;Love Potion;骆歆;情人节用舞蹈定义心动,9500;376;538048;2423;800245;16869;2651834;3301050;35061075,3693,248,0,4960,0,23293,589,813,458432,1,0,无,无,无
1676451953,821830779,1007201078,226178777,终于来了！张艺兴 弹壳 GALI 万妮达 单依纯 王子异 马伯骞《D.N.A》Cypher,街头社区,1676348407,1676348407,390,"weibo
关注公众号  街头HIPHOP",音乐综合,130,11,RAP;明星;HIPHOP;张艺兴;说唱;单依纯;嘻哈;弹壳;Rapper;万妮达;GALI,246;5761;9374;214030;529;16463626;21297;43556;2515905;2702307;2731944,3971,6217,0,5482,0,21118,3209,7525,470079,2,0,https://b23.tv/3S8GdOJ,,【D.N.A音乐联盟】「Cypher」MV
1676451965,481948137,1008542153,1462401621,隋卞一探|老北京八大堂--惠丰堂！双特厨联手检查作业！,特厨隋卞,1676433283,1676429370,303,老北京八大堂--惠丰堂！双特厨联手检查作业！,美食侦探,212,5,美食;惠丰堂;A货厨房;探店;美食探店,20215;12234467;32858454;1469519;1603458,825,376,0,650,0,15381,814,81,207482,1,0,tetris,,tetris
1676451970,949160916,1002624931,480662886,【探店又被拒？？？前后双标】448元 广州保利洲际酒店,陈随便778,1676104200,1676083545,1254,,美食侦探,212,9,美食;自助餐;陈随便;分享新年开工后的美食;广州;探店;广东美食;双标;天南海北家乡味,20215;58184;25986524;34722453;6759;1469519;1592059;1654575;33105243,67870,16311,0,10967,21,125564,8833,12538,2311059,1,0,无,无,无
1676451982,736631782,1001968069,7518140,想做我高启强的baby吗？,暂离二度,1676028602,1676028602,102,"这就是白月光的快乐吗
BGM：baby-	Justin Bieber",鬼畜调教,22,9,鬼畜;魔性;搞笑;安欣;高启强;疯驴子;狂飙;baby;鬼畜星探企划,68;517803;1833;11601888;29755462;34307753;20496;2508035;16637150,48456,1806,0,41722,31,185200,1715,38063,1760517,1,0,无,无,无
1676451992,524199857,1003210832,3493080560830654,社区店竟然能吃到淮扬三头之一的红扒整猪头|北京玉华台饭庄,真探高文麒,1676431800,1676107630,583,在北京能吃到这道菜的地方不多了,美食侦探,212,6,美食;分享新年开工后的美食;老字号;淮扬菜;玉华台;天南海北家乡味,20215;34722453;486476;290700;4788188;33105243,2098,916,0,899,0,12094,652,493,184468,1,0,无,无,无
1676452000,779322743,1007218209,43855,把流浪地球2太空电梯变土,litterzy,1676350849,1676350849,216,"剧情简介：
街道长：2位能力者到我们这反智能化慢速生活的街道来所为何事
医生：看到我带新人过来就打官腔啊
L：原来你们认识
医生：直入主题还好了，我们需要多的一张city的通行证
街道长：雨季都快结束了，证件的发行那就只有一个办法了
医生：果然还是得去地下能力者竞技场么
L：地下能力者竞技场？
医生：没错，虽然这里是无能力者的街道，但是还是有少部分能力者来到了这里生活。久而久之就形成了一个特殊的圈子。因为能力者一般不能在这个街道上抛头露面，所以除了能作为别人的管家外，那就是竞技场了",音乐综合,130,5,音乐分享官;太空电梯;流浪地球;litterzy;音乐分享官6.0,20842721;219247;210691;2520763;34328030,4805,2407,0,5065,0,21588,1143,3988,337725,1,0,无,无,无
1676452010,906756619,1007175513,472013291,砍价之王2,变相怪杰Mask,1676347707,1676347708,755,,影视剪辑,183,9,影视剪辑;鬼畜;三国演义;搞笑;新三国;剪辑;关羽;华佗;吕布,318570;68;7782;1833;7781;8990;9683;153818;7172,11481,1383,0,3609,0,19319,427,2289,333918,1,0,无,无,无
1676452017,481853738,1007674398,271894378,【溜溜哥】文成最详细介绍！大阪改装展现场直击,你溜溜哥,1676370248,1676370248,1400,让我们自己的改装车走向世界舞台这件事儿，咱办到了...,改装玩车,246,9,汽车;改装;直播;国际;大阪;汽车文化;文成;改装展;溜溜哥,13760;10491;22126;34713;14362;1707251;1758067;2977378;7497507,24680,1978,0,5738,0,19944,822,2072,204541,1,0,无,无,无
1676452026,566702345,1004417114,7275647,看几遍都觉得好笑哈哈哈,碧天蓝钻,1676179705,1676179705,73,"我随便做的。
制作：碧天蓝钻",鬼畜调教,22,9,鬼畜;魔性;鬼畜素材;奇葩;报菜名;头脑风暴;沙雕;离谱;鬼畜星探企划,68;517803;24437;19878;442373;95710;421428;1422037;16637150,3024,330,0,12422,0,65195,655,5789,689019,1,0,无,无,无
1676452034,224261872,1006338122,400249529,全须弥最富有的史莱姆！,提苏-原神,1676288377,1676288377,64,原神,手机游戏,172,6,手机游戏;原神UP主激励计划;须弥;原神;原神攻略;华丽宝箱,3007;18957190;2652215;7945544;13127663;16626435,803,141,0,14841,0,22337,215,2355,256398,1,0,无,无,无
1676452038,566864528,1005054076,23273746,鸡战诺曼底,罪恶岛市,1676208760,1676208760,136,鸡战诺曼底,鬼畜剧场,216,7,鬼畜;蔡徐坤;魏俊杰;识时务者为俊杰;昊京;鸡你太美;鬼畜星探企划,68;1339688;916438;3360967;4481712;9882089;16637150,6136,1609,0,12812,98,52459,647,3964,693316,1,0,无,无,无
1676452046,436801415,1005426548,5849993,《原神》历时两个月的最终成品！荧妹手书·愿你在彼岸也能看见这故乡的花朵,void新神殿下,1676260800,1676237431,168,"当月创作的4k/8k高清动态壁纸，PSD源文件，高清原速作画视频赞助后可获得：https://azz.net/void
过往的作品可以在https://void.huotan.com/ 单张购买。
动态壁纸制作不易，都是每天熬夜肝出来的，切勿外传",短片·手书·配音,47,10,手机游戏;绘画;原神UP主激励计划;壁纸;原创;日常;板绘;4k;荧;原神,3007;2800;18957190;6710;536;2848;9969;2495025;1198698;7945544,40668,556,0,34456,23,80381,954,5857,570074,1,0,无,无,无
1676452055,566811948,1007573016,651039864,【JUMP】消费主义被社会毒打,暴躁的仙人JUMP,1676365965,1676365966,367,我爱这个魔幻的世界。,财经商业,207,11,职场;生活;学习;财经;感情;商业;工作;经济;攒钱;一分钟扬名B站-第四期;聊聊我最近的感悟,47481;1742;13160;66849;78978;251524;21316;94982;2597037;32442550;33710476,2192,709,0,2978,0,26948,1113,1420,398549,1,0,无,无,无
1676452064,436845303,1006845274,24193140,【配音】关于高启强在河南村口吃席串闲话这件事…,张狗蛋eR,1676347200,1676318126,135,爱  你  们,影视杂谈,182,11,河南话;搞笑;配音;高启强;狂飙;河南方言;张颂文;吃席;必剪创作;新剧好剧一起看;影娱新春游园会,170252;1833;3151;29755462;20496;601877;460092;8119495;15775524;32998285;33364628,3202,638,0,1950,0,10510,664,6560,288602,1,0,无,无,无
1676452073,779336201,1005136050,290014343,眼见不要一定为真,李论科学,1676213017,1676213017,71,,科学科普,201,4,科学;大脑;科普;颜色,1364;71302;5417;5199,1404,1070,0,4525,0,43834,2055,945,1195617,1,0,无,无,无
1676452084,524274634,1005003946,29684184,蜡 笔 小 江,沙雕电视频道,1676207762,1676207762,175,,鬼畜剧场,216,10,鬼畜;蜡笔小新;动画;搞笑;狂飙;徐江;贾冰;鬼畜剧场;鬼畜星探企划;狂飙，但是鬼畜,68;1022;358;1833;20496;2643048;3750872;7740510;16637150;35193513,16755,839,0,15050,51,50444,743,24777,810525,1,0,无,无,无
1676452095,609136111,1003391548,18202105,我们复刻了一道米其林三星招牌菜！,绵羊料理,1676113735,1676113735,722,"日更微博：绵羊料理 
微信公众号：绵羊料理",美食制作,76,10,美食;料理制作;厨艺;自制;搞笑;米其林;生活;吃货;美食制作;天南海北家乡味,20215;1150301;239855;1217;1833;21852;1742;6942;562935;33105243,482844,18580,0,119628,1,670653,5458,9433,3919499,1,0,无,无,无
1676452106,351535826,998987229,1697754825,⚡鸡在叫，唱跳的人是我⚡,走音的五月,1675853031,1675853031,66,"鸡在叫 唱跳的人是我
小黑子 你越黑我越火
两年半 路人被我俘获
传言中 他们叫我坤哥",人力VOCALOID,126,10,鬼畜;搞笑;人力VOCALOID;蔡徐坤;爱如火;小黑子;坤坤;ikun;只因;鸡你太美,68;1833;26180;1339688;32915141;205026;1686354;6020278;8222179;9882089,7169,322,0,10276,0,51055,692,8152,541376,1,0,无,无,无
1676452116,779298491,1007105835,355602665,Doinb时隔四年再唱传世经典《IF YOU》 搭档小伞完美演绎,舞男中单Doinb,1676343926,1676343926,256,经典咏流传 Doinb《IF YOU》双人版 feat小伞,电子竞技,171,9,游戏赛事;电子竞技;英雄联盟;LPL;FPX;小伞;if you;Doinb;金咕咕,1538509;62526;9222;315352;891482;7197;2513897;2529888;8032763,2550,634,0,1863,0,8994,744,4680,245260,1,0,无,无,无
1676452126,394338444,1005097082,512105432,csgo新箱子出BUG了？玉麒麟B站首播事故频发？,玉麒麟csgo,1676210514,1676210514,385,难忘的首播...兄弟们下次见！,电子竞技,171,10,电子竞技;CS:GO;FPS;玉麒麟;开箱;电竞;首播;饰品;CSGO开箱;CSGO茄子,62526;99842;5297;623392;110511;79751;439505;545210;1606647;7783188,7925,1231,0,5932,36,94968,1208,933,1570476,1,0,无,无,无
1676452135,566709481,1001652316,346749212,“可惜了，这么过瘾的台词再也没有了！”,wrizedm,1676015654,1676015654,87,-,影视剪辑,183,11,于承惠;奋斗;经典;武侠;港片;人生;现实;少林寺;台词向;经典好剧考古安利;影娱新春游园会,840526;38234;1296;25995;32183;3459;12538;35933;2629319;33344246;33364628,9444,848,0,48543,18,238812,825,1584,3246975,1,0,无,无,无
1676452145,524218653,1003644144,474172866,比万宁象棋还要离谱但又很平衡,鹿头小僵,1676124704,1676124704,226,-,桌游棋牌,173,6,桌游棋牌;中国象棋;万宁象棋;卡牌游戏;象棋;必剪创作,3023780;370307;21870398;116267;84657;15775524,1591,1652,0,7525,0,47953,837,20647,868220,1,0,无,无,无
1676452154,736823530,1005521501,28861187,《五 切 雷 诺》,风间琉璃zcl,1676250065,1676250065,303,不想退???我只想看你有几碗粉！,电子竞技,171,11,游戏赛事;电子竞技;世界;星际争霸2;电竞赛事;Oliveira;IEM;雷诺;即时战略;总决赛;李培楠,1538509;62526;3197;3531;521337;15494393;100608;128161;22999;8420;7067828,4114,700,0,2123,0,12977,658,2509,429468,1,0,无,无,无
1676452161,481708590,1002760520,36047134,他一元中满命，我一抽送寿命 3,小霖QL,1676085308,1676085308,355,"不管你关没关注 三不三连 都祝大家欧气满满

这期真的太离谱了！！！

3w点赞直接不休息 开始肝下一期

直播间http://live.bilibili.com/8324350欢迎每天来看",网络游戏,65,8,手机游戏;原神UP主激励计划;网络游戏;胡桃;夜兰;寿命;欧皇;原神,3007;18957190;44367;33976;543189;358244;1055213;7945544,73532,7893,0,27289,11,162902,3259,13581,1499888,1,0,无,无,无
1676452170,864049802,999047352,491307403,一场饭局带你经略什么叫不懂事！！,公务员干货,1675854942,1675854942,166,-,职业职场,209,11,职场;体制;工作;职业;公务员;饭局;智慧;人情世故;为人处事;职场新人进化论;校园星发现·up！开学啦,47481;725497;21316;29538;213551;798815;40556;1333735;1727391;31947836;34876775,4235,1316,0,39484,69,174024,4463,7792,2539777,1,0,无,无,无
1676452180,351773613,1004821541,604710494,被中国人遗忘的抗日神作，秒杀99%同题材电影，让我看一次哭一次,长片短解,1676208720,1676208720,794,大人们倒在了血泊中，伴随着战火出生的孩子们不得不拿起手中的枪。孩子们思念着妈妈的臂弯，祈祷和平的到来。他们用稚嫩无邪的双眼张望着这个血肉横飞的世界，更无奈看着自己的鲜血迸出染红天空。,影视杂谈,182,8,经典电影;电影解说;催泪;高分电影;战争电影;战争子午线;春日迷影电影院;影娱新春游园会,21916;1161117;1030;219250;114705;2519015;32916187;33364628,9509,1014,0,8299,0,50914,1164,1278,692552,1,0,无,无,无
1676452189,266934097,1008440761,13371339,全近战六星干员 VS 突袭·皇帝的利刃 ，国度之中决生死【明日方舟】,樗柒ヽ,1676417936,1676417936,671,"刷突袭废了很多石头希望大家能三连回回血（>_<）
敌人属性：33600血 690攻 460防御 40法抗 6重量
二阶段：攻击力提升50%，近战攻击造成攻击力250%物理伤害
每损失25%生命值，以特殊索敌逻辑释放【国度】
坍缩恐惧：对半径2.5范围内所有我方单位造成100%的法术溅射伤害
※强制击杀位于【国度】中可被选中的我方单位
BGM:May'n,中島愛 - ライオン
ClariS - コネクト
いとうかなこ - ファティマ",手机游戏,172,7,手机游戏;明日方舟;电子斗蛐蛐;阿米娅;整活;明日方舟创作者应援计划;明日方舟UP主应援计划 – 春分,3007;4610466;25540070;5433094;7375172;23353468;35188341,560,954,0,568,0,10872,868,439,192167,1,0,无,无,无
1676452193,436794670,1006458582,350975070,我要订婚啦！！！,小宇菇菇,1676295017,1676295017,95,-,美食制作,76,10,美食;美食制作;蛋糕;甜品;南翔不爱吃饭;小宇菇菇;甜品台;订婚宴;“遇见你，怦然心动”2023情人节活动;又是一年情人节,20215;562935;35504;454809;21275672;25228854;2560273;5397268;35076622;35483426,18144,900,0,3241,0,68212,523,179,390454,1,0,无,无,无
1676452202,479235150,1002067524,6784802,【新概念音游】终于知道指挥家在指挥什么了,濑良垣蒼叶,1676032491,1676032491,314,"游戏在META QUEST 上，开发阶段，目前免费

BGM:Messa di Requiem, Dies irae:Dies irae
游戏名：Maestro: The Masterclass
所用设备：Meta Quest 2",单机游戏,17,10,音乐游戏;单机游戏;VR;游戏;音游;Maestro: The Masterc;指挥家;Maestro;寒假宅家游戏实录;新年快乐，好久不见！,10174;17683;40787;802;236831;35497506;536114;3564102;23653752;33365341,1783,466,0,17802,0,72584,1106,9961,713146,1,0,Pico,,Pico
1676452213,394302102,1007408071,336571870,门：我讨厌没有边界感的人类,小叮当的一家,1676370600,1676358122,109,...,搞笑,138,8,双胞胎姐妹;搞笑;原创;小叮当的一家;搞笑日常;家庭搞笑;搞笑研究所;搞笑研究所2023,665510;1833;536;27343857;1108032;3510329;23649527;35027528,922,206,0,669,0,44234,178,330,353891,1,0,无,无,无
1676452217,779331713,1006136879,1187017154,猪血煮过的鱼线坚韧不易断，再扎点排钩去会会湖里的鱼儿们,湖家郎,1676279534,1676279534,194,-,三农,251,6,生活记录;记录美好农村生活;三农;捕鱼;渔民日常;三农繁星计划7.0 在希望的田野上,1057109;27329461;949800;42134;11607684;34832041,2506,586,0,1437,0,52212,591,224,748167,1,0,无,无,无
1676452225,309197783,1002283109,92466307,差评率97%的地图是什么样的？终点我是没想到的,浩然Yz,1676200560,1676046051,558,"地图代码：ne953Cfhe0yWSKaKaNE1fw
使用方法：随便一个地图链接的后缀替换成地图代码打开，点击收藏差事即可添加到游戏中
更详细的找图开图教学请看BV1BE411J7Zp
跑图群：682241433
BGM：Our City (feat. Emilie Adams) 
Just One Yesterday",单机游戏,17,9,游戏集锦;单机游戏;汽车;万物皆可游戏;攻略;单机;赛车;搞笑;单机联机,263089;17683;13760;20563743;2100;42335;2999;1833;1214016,928,943,0,1281,0,12093,414,1170,626209,1,0,无,无,无
1676452230,481835785,1006859017,171368594,白毛萝莉，但是是老师！4K,六二二同学w,1676347200,1676321257,66,"世界顶尖的暗杀者，转生为异世界贵族 - 蒂亚·维科尼

这个番剧的标题我真的是麻了，如同我的拖延症一样长。
虽然是去年夏天就拍完的COS今年才投稿，不晚不晚~ 
白毛虽然会迟到，但是永远不会缺席！

BGM：Hanser - 拼凑的断音 (翻唱版)
摄影：@夕景_DancingDolls",仿妆cos,252,11,萝莉;4K;COSPLAY;暗杀勇者;白毛;小老师;六二二;转生为异世界贵族;世界顶尖的暗杀者;普通人变美指南（新年版）;挑战二次元妆造,144;206943;88;22062899;133217;912393;8976719;21908256;21908257;33365922;33370977,3380,288,0,10757,0,21929,404,584,238472,1,0,无,无,无
1676452237,394251284,1005111635,1169137610,也许是上辈子曾经擦肩而过，今生千百回的等待，终于换来了一次相守的机会…阿布,明仔团队给流浪猫找家,1676210857,1676210857,157,-,喵星人,218,5,萌宠;喵星人;明仔团队;流浪猫;流浪猫救助,6943;1562;27394761;193531;3613429,10457,312,0,1056,0,30144,190,202,213862,1,0,无,无,无
1676452241,949200232,1002106915,596866446,中国富豪大换血，十大富豪，你还认识谁？,无处安放的小A,1676035207,1676035208,669,,财经商业,207,10,知识分享官;腾讯;网易;知识;财经;商业;阿里;财富;首富;富豪,13241440;5098;6253;10009;66849;251524;377323;32815;155821;50693,25011,23353,0,60759,2,547348,3706,18229,5552335,1,0,无,无,无
1676452250,779183085,1002824119,483879799,【猛男版】新宝岛丨竖屏重制，史诗级更新,猛男舞团IconX,1676088696,1676088696,97,"BGM: 新宝島 - @sakanaction鱼韵乐队
Dancer: Daneil, Isamu, Jawill, Jorie, Maezon, Michael 
Production co-ordinator: NN",舞蹈综合,154,8,舞蹈;重制;加减乘除舞;猛男新宝岛;猛男舞团;新宝岛;竖屏;史诗级更新,376;18667;10723511;10783684;11883490;1414022;1628280;4931778,71715,3375,0,48635,4,439585,3019,15454,1947281,1,0,无,无,无
1676452260,224308663,1004854102,172661960,警察告诉你电视剧与现实的差距！,魔法公园Glamorland,1676206500,1676199436,219,,野生技能协会,122,8,正能量;社会;玩一种很新的东西;宣传;魔术表演;反赌;普法;一分钟扬名B站-第四期,33129;47798;30670069;694;316008;216025;170266;32442550,4001,799,0,4347,61,83485,600,829,823539,1,1,无,无,无
1676452268,651817982,1004678373,37809230,真正的埃及人初见《原神》须弥地区的反应！,星野派克,1676199600,1676193094,702,"感谢@埃及南希  的参演和@风吹过猫の羽翼  的字幕校对！
---------------------------------------------------------
关于地名的考据：嫣然一笑H BV1Ld4y1174h
金字塔的造型考据：甜甜叫花鸡 BV1Ve4y1v7D8（2.13更新，不好意思，最后一个字母不知道为什么8变成D了 ）
鳗鱼：《鳗鱼的旅行》
游戏：刺客信条：起源，原神
影视：《月光骑士）
其他更多的引用放置于片尾，简介写不下了
-------------------------------------------
好久不见，最近更新速度得快起来了！
之后马上会有新片！如往常一样，如果有什么意见和建议，或者接下来想看什么，
都可以在下方留言哦。感谢观看，如果能给你带来一些快适和愉悦的心情就更好了。
最近老是下雨，但是请不要郁闷",手机游戏,172,8,手机游戏;原神UP主激励计划;反应;初见;埃及;须弥;原神;原神须弥,3007;18957190;93539;238165;23193;2652215;7945544;21701781,40531,7919,0,29805,11,135109,3367,11702,1513772,1,1,无,无,无
1676452278,821804585,1007674585,18070561,告诉老默，我想坐摇摇车了,KiddyLee周全,1676368971,1676368971,155,"乱飙第二集，希望大家喜欢！
这次模仿声音尽力了！大家给点评价啊！
下集更精彩！哈哈哈哈新系列！",搞笑,138,12,搞笑;同人配音;鬼畜;恶搞;配音;高启强;狂飙;搞笑配音;张颂文;张译;搞笑研究所2023;搞笑人有没有爱情,1833;44006;68;618;3151;29755462;20496;53473;460092;77556;35027528;35318921,3093,539,0,2441,0,21697,232,1665,224346,1,0,无,无,无
1676452283,394337318,1007485313,662658732,海鲜的快乐就是缸里捞啥就吃啥！,玲子reiko-,1676369640,1676369641,123,,美食侦探,212,5,美食;海鲜;探店;“遇见你，怦然心动”2023情人节活动;又是一年情人节,20215;104037;1469519;35076622;35483426,742,187,0,1123,0,41448,384,580,355610,1,0,无,无,无
1676452289,566849847,1006448422,9448580,我的离婚5年计划：爱情的尽头是单身,NOV姐姐,1676347200,1676294080,470,"一个对婚姻生活感到失望的小姐姐，为自己精心准备了一个离婚五年计划。

视频素材：
感谢UP主 天盘园仪守、亦枝喵、分享游戏之旅、菜鸟爱玩、106K纯帅",社科·法律·心理,124,8,单身;情感;社会;心理;爱情;离婚;婚姻;爱情的尽头是单身,19087;66605;47798;17126;943;73266;209268;35341429,3332,2229,0,3002,0,11404,1086,1678,319179,1,1,无,无,无
1676452299,694040209,1000104480,3493118886284226,挑战每天得罪一个品牌方，今天挑战的是芦荟胶芦荟胶 保湿修复芦荟胶 芦荟胶测评 保湿芦荟胶 天然芦荟胶,肖肖是成分控,1675923391,1675923391,74,,美妆护肤,157,10,美妆;护肤;美白;测评;一个;挑战;今天;保湿;芦荟胶;品牌方,832569;612086;334447;72003;587;10058;2509;321056;2208817;7868178,603,87,0,9818,0,13635,398,685,304847,1,0,无,无,无
1676452304,864250196,1007347437,23237718,爷的千层套路「情人节篇」,害羞7,1676351573,1676351573,148,"情人节到了来看看爷的套路
特别感谢各位小伙伴和我一起完成了这次拍摄计划！

导演：我
拍摄：@岩壁生    
填词：@阿波卡利斯家的老大妈      
剪辑：我

荧/空：我
派蒙：@矮乐多Aliga      
凝光：@御坂恩      
胡桃：@Kitaro绮太郎      
刻晴：@关关之猪w     
纳西妲：@好吃的蛋蛋蛋      
雷电将军：@超级小禾儿      
BGM：千层套路",仿妆cos,252,10,原神UP主激励计划;4K;胡桃;cos;千层套路;害羞7;荧;套路;原神;雷电将军,18957190;206943;33976;2487164;3404908;14752236;1198698;192387;7945544;17593854,5010,133,0,7085,0,29645,378,930,251922,1,0,无,无,无
1676452310,436855018,1006801677,1387592680,为何当今男性睾酮这么低？做到这6点让你睾酮飙升｜运动学博士生的解析,北美运动学博士Bruce_PhD,1676341800,1676330111,775,这个情人节，6招让你睾酮暴涨！,健身,164,10,减肥;健身;运动;减脂;增重;肌肉;睡眠;增肌;睾酮;2023健身FLAG,20805;4344;4078;933202;1048416;15291;4415;1463475;4260726;33453965,2591,1066,0,6460,0,8277,632,1654,198612,1,0,无,无,无
1676452318,609306979,1006050594,350456040,这不比谍战大片有意思？,虎牙龙斯基,1676275496,1676275496,153,-,电子竞技,171,7,电子竞技;英雄联盟;B站小剧场;搞笑;龙斯基;必剪创作;B站小剧场·新春放映会,62526;9222;17655328;1833;10119960;15775524;33421257,2143,217,0,1259,0,30932,256,1580,281750,1,0,无,无,无
1676452322,309334007,1006513115,128552,“纯 爱 四 天 王”,JimDez_Official,1676332800,1676295733,166,情人节就发点纯爱吧！,绘画,162,10,绘画;纯爱;四大天王;F4;绘画过程;高甜;板绘;一起来画画吧！;情人节;随便画画,2800;3582;2907;4927;29262;538048;9969;31825239;16869;2889328,994,220,0,2673,0,7489,1529,4983,249382,1,0,无,无,无
1676452332,864338295,1007993399,395089518,游戏主播，和观众连麦飞花令？！！,阿帅派克,1676382484,1676382484,298,诗词闲聊群：601048611,人文历史,228,10,人文;古风;学习;文学;语文;古诗词;诗句;游戏主播;飞花令;诗词的魅力有多大,40737;8227;13160;13509;6262;327735;159523;820422;3160714;28598065,5221,419,0,1066,0,15827,730,1213,148490,1,0,无,无,无
1676452341,736758471,1004770199,406273775,[𝗽𝗹𝗮𝘆𝗹𝗶𝘀𝘁] 🚗 视频 | 旅行 | 开车驶过瑞士小镇 | 小提琴歌单,HitsMusic,1676206800,1676199828,1630,"1 小提琴歌单
2 开车驶过瑞士小镇 
3 歌单见一楼评论",出行,250,10,演奏;音乐分享官;生活;小提琴;纯音乐;生活记录;小镇;雨天;开车;瑞士,373;20842721;1742;7074;4133;1057109;129917;98520;45890;106154,3592,408,0,10785,0,7418,533,2029,201305,1,0,https://www.bilibili.com/video/BV11j411P7n6,,[𝗽𝗹𝗮𝘆𝗹𝗶𝘀𝘁] 🚗 视频 | 旅行 | 雨中自驾瑞士小镇 | 雨声和引擎声
1676452348,351734035,1004272557,22089099,这地方果然每一步都是惊喜！,手艺贾,1676173334,1676173334,187,永远不带重样的！,搞笑,138,6,搞笑;原创;生活记录;搞笑视频;搞笑新星训练营;搞笑研究所2023,1833;536;1057109;69347;22640096;35027528,933,2829,0,1221,0,38887,523,231,1354312,1,0,无,无,无
