爬取时间,video_aid,video_cid,up_id,标题,up_name,上传时间,审核时间,播放时长,简介,标签分区,标签分区id,标签个数,使用标签,使用标签id,硬币数,弹幕数,点踩数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,跳转链接,跳转app,链接文本
1676481474,906654276,1003913776,2059948388,“后来，国内唯一这么敢讽刺的台词再也没有了！！”,像素种花兔,1676141274,1676141274,193,-,影视剪辑,183,10,影视剪辑;侯勇;吴刚;演技;人民的名义;台词向;高育良;祁同伟;赵德汉;许文广,318570;32377;206947;72600;2620955;2629319;3366334;3371921;3382499;3415329,782,565,0,1963,0,16995,674,294,804087,1,0,无,无,无
1676481479,351573563,999801781,3493113444173983,沉浸式做蛋糕 ，今天是顾客要的的炸鸡蛋糕,咕咕糖Cake,1675909810,1675909810,112,沉浸式做蛋糕 ，今天是顾客要的的炸鸡蛋糕,美食制作,76,11,美食;生活记录;裱花;蛋糕;沉浸式做蛋糕;蛋糕手绘;沉浸式;奶油;记录;美好生活日常记录;新年快乐，好久不见！,20215;1057109;988373;35504;21581298;24010156;597416;116604;37366;28071266;33365341,549,2951,0,7138,0,85573,2790,14638,1479403,1,0,无,无,无
1676481488,566680219,1003440061,585238746,新的学期，舍友也该有新的面貌了,三哈兄弟-沙雕日常,1676115468,1676115468,79,-,搞笑,138,8,搞笑;宿舍;开学;开学前的精神状态;大学生;舍友;室友;校园星发现·up！开学啦,1833;59497;14636;28989651;34356;333524;49030;34876775,4966,345,0,6841,0,125353,334,1476,995174,1,0,无,无,无
1676481494,351734035,1004272557,22089099,这地方果然每一步都是惊喜！,手艺贾,1676173334,1676173334,187,永远不带重样的！,搞笑,138,6,搞笑;搞笑视频;原创;生活记录;搞笑新星训练营;搞笑研究所2023,1833;69347;536;1057109;22640096;35027528,954,2874,0,1252,0,40168,536,238,1416323,1,0,无,无,无
1676481500,479182340,1003994723,110371677,“一首欧若拉，带你回到那个夏天！”,天气温云,1676174100,1676148091,184,"好听，但是远处的雪山更美丽
制作：天气温云
BGM：欧若拉",人力VOCALOID,126,6,鬼畜;全明星;搞笑;洗脑;欧若拉;回来了,68;4286;1833;66;65666;214014,14189,353,0,5069,0,22443,530,1443,270707,1,0,无,无,无
1676481511,479318690,1007524540,13164144,【明日方舟】“春分”DC-1~8摆完挂机全关卡攻略！操作轻松+语音详解的愉悦攻略！《明日方舟》|魔法Zc目录,魔法Zc目录,1676362797,1676362797,1535,"Zc会先更新高配挂机流，而第二天中午再更新低配平民打法
本篇为魔法Zc目录制作的：《明日方舟》新活动“春分”DC关卡合集的高配攻略，以轻松通关为最高追求，为大家提供挂机或半挂机（广义挂机流）攻略打法，包含了关卡中具有挑战性的关卡攻略，尽量使用常见的六星角色，提供一套容易理解、便于凑出的高配挂机阵容。
本攻略以清晰的思路、详细的讲解为大家认真解读新的关卡，漫谈各种乐趣，无论你是新玩家，还是老牌高手，甚至不玩明日方舟的朋友，都可以从视频中感受到快乐。
关卡开放不久，打法未必完美，如果视频中",手机游戏,172,7,手机游戏;明日方舟;春分;挂机;魔法Zc目录;泰拉探索协会;推荐宝藏游戏,3007;4610466;158513;16926;3502593;22177849;24855082,10329,1037,0,4790,0,24770,1033,563,548960,1,0,无,无,无
1676481521,266781186,1007545079,35847683,香港美食吃透透，平民菜市场vs高档日料店，大家更喜欢哪一个呢？,峰哥亡命天涯,1676367166,1676367167,672,-,美食侦探,212,12,美食;香港;日料;街头美食;菜市场;平民;探店;香港美食;Vlog;峰哥亡命天涯;记录生活的美好幸福时刻;“遇见你，怦然心动”2023情人节活动,20215;2502;476948;1139423;89889;23767;1469519;1644717;2503953;15554601;23419467;35076622,3121,4997,0,1506,0,15245,1444,1614,405222,1,0,无,无,无
1676481531,991778204,1007885724,1217628212,情人节送ta一朵特别的花？,Thurman猫一杯,1676378140,1676378140,70,-,搞笑,138,4,原创;情人节;“遇见你，怦然心动”2023情人节活动;又是一年情人节,536;16869;35076622;35483426,1909,278,0,1295,0,41698,657,934,318182,1,0,无,无,无
1676481541,864208523,1004323389,1343321779,12年前山村孩子吃饭视频让人心疼，你更应该关注孩子们现在吃得咋样！,央视农业,1676175194,1676175194,186,,三农,251,6,孟语凡;主播说三农;山村;小朋友;乡村;吃饭,12532289;19013127;288797;38940;30542;13299,11770,3227,0,4916,34,138301,3867,1450,944928,1,0,国家营养餐,,国家营养餐
1676481553,864250196,1007347437,23237718,爷的千层套路「情人节篇」,害羞7,1676351573,1676351573,148,"情人节到了来看看爷的套路
特别感谢各位小伙伴和我一起完成了这次拍摄计划！

导演：我
拍摄：@岩壁生    
填词：@阿波卡利斯家的老大妈      
剪辑：我

荧/空：我
派蒙：@矮乐多Aliga      
凝光：@御坂恩      
胡桃：@Kitaro绮太郎      
刻晴：@关关之猪w     
纳西妲：@好吃的蛋蛋蛋      
雷电将军：@超级小禾儿      
BGM：千层套路",仿妆cos,252,10,原神UP主激励计划;胡桃;4K;cos;千层套路;害羞7;荧;套路;原神;雷电将军,18957190;33976;206943;2487164;3404908;14752236;1198698;192387;7945544;17593854,5995,148,0,8945,0,37642,409,1134,306460,1,0,无,无,无
1676481560,736758471,1004770199,406273775,[𝗽𝗹𝗮𝘆𝗹𝗶𝘀𝘁] 🚗 视频 | 旅行 | 开车驶过瑞士小镇 | 小提琴歌单,HitsMusic,1676206800,1676199828,1630,"1 小提琴歌单
2 开车驶过瑞士小镇 
3 歌单见一楼评论",出行,250,10,演奏;音乐分享官;生活记录;小提琴;纯音乐;生活;开车;雨天;瑞士;小镇,373;20842721;1057109;7074;4133;1742;45890;98520;106154;129917,4471,503,0,13464,0,9233,659,2595,247659,1,0,https://www.bilibili.com/video/BV11j411P7n6,,[𝗽𝗹𝗮𝘆𝗹𝗶𝘀𝘁] 🚗 视频 | 旅行 | 雨中自驾瑞士小镇 | 雨声和引擎声
1676481568,821686971,1001946124,395877542,建太空电梯有多难？出微微薄的力量~,不刷题的吴姥姥,1676085000,1676028260,86,,科学科普,201,8,三体;科普;科普知识;太空电梯;混沌摆;物理知识;万物研究所;万物研究所·第八期,38731;5417;190338;219247;997199;1307536;24688044;35165293,545,207,0,1729,0,35069,418,201,432843,1,0,无,无,无
1676481574,864281675,1007146758,33416285,Surprise！只为你准备的Love Potion˗ˋˏ♡ˎˊ˗,骆歆同学,1676345742,1676345742,76,"嘿嘿，提前很久拍的情人节特辑舞蹈，还满意不
要是三连多的话，以后多跳跳！
（这次专门弄了跟踪镜头的直拍版竖屏，哪个更好一点呀？",宅舞,20,9,宅舞;舞蹈;高甜;可爱;舞蹈翻跳;情人节;Love Potion;骆歆;情人节用舞蹈定义心动,9500;376;538048;2423;800245;16869;2651834;3301050;35061075,4088,262,0,5541,0,25952,617,881,511577,1,0,无,无,无
1676481583,309227480,1002296695,18070561,告诉老默，我想吃原味鸡了,KiddyLee周全,1676043091,1676043091,153,"乱飙起来了，希望大家喜欢
这次模仿声音尽力了！大家给点评价啊！
下集更精彩！",搞笑,138,12,搞笑;同人配音;鬼畜;恶搞;配音;高启强;张译;搞笑配音;张颂文;狂飙;搞笑研究所;搞笑研究所2023,1833;44006;68;618;3151;29755462;77556;53473;460092;20496;23649527;35027528,15797,1366,0,21268,58,118980,746,28474,1641309,1,0,无,无,无
1676481592,266799685,1007621987,212630840,情人节快乐～（查理苏COS）,卡琳娜和揉西,1676369799,1676369800,91,查理苏一直给我很多的想象，我真的享受cosplay他的过程，我希望你能喜欢最后的成果～,仿妆cos,252,8,二次元;查理苏;情人节快乐;情人节;查理;Cosplay;普通人变美指南（新年版）;挑战二次元妆造,1907;16261187;150185;16869;76269;2521237;33365922;33370977,14429,814,0,5311,0,66787,1077,4783,204344,1,0,无,无,无
1676481622,224075840,1001128518,3493133874628787,“你就是我重回巅峰的勇气！”,补云Cut,1676004660,1675991432,100,,影视剪辑,183,2,洛奇;励志,2478;976,4848,206,0,8423,0,37603,286,270,312085,1,0,无,无,无
1676481625,224336091,1007522172,1263360535,你有多久没带爸妈出去旅行啦？,猪宝子在门口,1676363016,1676363016,96,-,出行,250,10,旅游;生活记录;旅行;情感;高甜;2023的第一场旅行;回家;父母;在路上;新春出行游园会,6572;1057109;6776;66605;538048;33166721;19504;71102;62107;33323205,4558,104,0,1788,0,30390,230,477,187132,1,0,无,无,无
1676481630,821819420,1007828072,1916474,当我想在情人节做个白色恋人,神奇海挪,1676376969,1676376969,414,情人节快乐~🌹🌹,美食制作,76,11,美食;甜品;烘焙;美食制作;生活;搞笑;情人节;白色恋人;Vlog;“遇见你，怦然心动”2023情人节活动;情人节美食记录,20215;454809;218245;562935;1742;1833;16869;145580;2503953;35076622;35523308,6663,2626,0,1815,0,49888,928,1318,384441,1,0,无,无,无
1676481638,394116484,1000345986,38131199,“就喜欢这种有病的猫！”,人称喵师傅,1675942800,1675933710,156,,动物二创,220,9,喵星人;萌宠;动物观察局;搞笑;全程高能;动物圈;沙雕;有病;动物观察局18.0 小动物聊天室,1562;6943;19337540;1833;9100;508174;421428;16334;35256673,6480,1159,0,28156,68,135088,558,24572,1176134,1,0,无,无,无
1676481646,821693723,1002462903,109939424,他带着超越自我使命感，游走在死亡边缘，拯救无数生命。,纪视录,1676108700,1676078286,67,BGM：Night Crusing(夜间巡航) (Inst_) - 牛尾憲輔 (agraph),人文历史,228,3,人物;战争;英雄,4448;3158;1541,18725,1441,0,32860,30,217326,1558,1895,854448,1,0,无,无,无
1676481656,436715073,1002454379,425396423,“愿你永远拥有爱与被爱的勇气”,半程半城,1676079900,1676074844,263,"BGM：やわらかな光（柔和之光）——《我存在的时间》电视剧配乐
情人节又要到了，你收到告白了吗？你要准备去告白吗？用这首充满幸福的音乐做了一支充满幸福的爱情混剪，送给屏幕前的你，希望你可以收获快乐、希望、温暖、幸运，Best wishes for you，最好的祝福送给你～",影视剪辑,183,8,影视混剪;影视剪辑;情感;电影;爱情;情人节;电影里的绝美爱情;影娱新春游园会,882598;318570;66605;3141;943;16869;32871878;33364628,28250,876,0,34918,52,53412,1482,10759,673822,1,0,无,无,无
1676481666,736844699,1006788222,1695914496,【原神3.4】极致单推人14：他们从不问意义是什么,中二之魂陈小屁,1676343600,1676338910,936,"他们从不问意义是什么

只要是需要战斗的地方

那么便会义无反顾的上前线

他们随时准备好与自己喜爱的角色并肩作战，无论困难险阻

携手走遍七国、知过冷暖、见过彩虹、经风历雨

其实，这不就是意义的所在么？

这期深渊无伤很难，伤害要求很高，磕磕碰碰，同时选手运气不佳，蹲了许多天都没等到BUFF，为此表示遗深感憾。

但没事，重要的不是结果，而是面对困难，你仍会选择逆流而上的决心！

……

或许以后简介中也可以添加下对各位大佬的科普？

胡桃香香：顶级胡桃玩家，单通、竞速样样精通，吃过的桃比我吃米饭还多！

蟹堡王大厨师：金翅鹏王杯赛事组举办方，“魈黑头子”，为魈证道无人知，一朝胖鸟天下晓！

Ugdo：江湖人称U神！竞速圈顶级巨佬，多界马杯冠军，一手蒸夜头皮发麻，全是手法，没有一点感情！爱好是洗胃……

今天依然细雨纷飞：细雨老师是魈厨兼北斗厨，金翅鹏王杯赛事组副举办方，技术超棒，对魈研究十分透彻且出过很多攻略！

東葉月：神级刻晴厨兼神里散兵厨，各种极中极卷中卷的操作让人叹为观止，又称原魔学家，对各种原魔机制理解十分透彻，曾被怀疑是伪装在民间的原魔设计师！（快说！你到底是不是屑计师！眼下的各种刑具我相信一定能够撬开阁下的嘴……）

莫娜摸鱼专用：表面是辛焱厨，实际上是扭曲的将军厨！顶级技术，各种无伤单通花式秀操作已经是日常了！假如有一天你看到有个人左脚踩右脚原地起飞不用惊讶，这一定是他！

……

题外话：

为啥每次单推人都要更那么慢呢，其实我们的流程一般都是这样的。

提前选人选角，看哪个角色打某一间有观赏性有节目效果，以及也会优先考虑没登场过的角色，然后在下就会去勾搭对应厨子，一拍即合就各个大佬就开始研究解法，什么怪物，堆什么面板，要用什么流程打得好看，如果伤害不够需要卡什么BUFF等等，最后才是考虑无伤。

如果是新怪物，就提前去大世界了解对应原魔的机制，以及如果深渊站位如何又该怎样拉怪等等。

选角特殊的需要等BUFF，运气差的十多天不来一个有效BUFF真的很让人头疼。

等好了BUFF然后开凹，为了追求观赏性一凹就是几个小时甚至几天，所以一把深渊打了几千场真不奇怪。

然后开始剪辑，MMD，选音乐、剪音乐、踩点、后期……现在所有的视频制作软件都会时间长了就崩了，要是忘记保存前面剪的就得重来，蹲在电脑面前一弄就是48小时起步，有时候因为不满意我会弄好几个版本，导出三五个视频，每个8G，一导就是一整天，所以这就是为啥更新得那么慢的原因。

太痛了，所以小伙伴们的三连对我们真的很有用！
另外也别忘了关注各位辛苦付出的大大，多夸夸多鼓励！

……

借物表：
MODEL：miHoYo/观海/神帝宇
STAGE：miHoYo/小海新不恋爱/怪獣対若大将P/Viero月城/H2CU相/torisutsuki/G_Wuuuuu
MME:ikeno/化身バレッタ/針金P/Rui./そぼろ/おたもん/ビームマンP/ミーフォ茜/winglayer
MOTION：白小白/呆喵挠琴/不吉利的猫/九方闕行/Suzuki Rin/TsWEITAO/科学狂人T800/鬼瞳",手机游戏,172,11,手机游戏;原神UP主激励计划;北斗;胡桃;刻晴;辛焱;极致单推人;原神美少女;无伤单通深渊;夜兰;魈,3007;18957190;653;33976;16374233;16903016;24018969;24774863;31820935;543189;1844431,12593,1446,0,4964,0,26297,556,2649,285997,1,1,无,无,无
1676481674,436833449,1007560963,649661652,150网购10斤牛窝骨，看着丑吃着香，大口啃肉，真过瘾！,胖龙的小生活,1676366200,1676366200,320,150网购10斤牛窝骨，看着丑吃着香，大口啃肉，真过瘾！,美食记录,215,2,美食;生活记录,20215;1057109,2926,954,0,542,0,17598,542,345,348162,1,0,无,无,无
1676481681,566853984,1007850235,329101587,爆肝！千攻满攻速九转德莱文 云顶文森特 弑神三星五费！,赛文SIX6,1676381291,1676381291,1118,"bgm：
1 Clean Bandit,Jess Glynne - Rather Be
2 Matte,Ember Island - Umbrella (Matte Remix)
3 Right Now (Na Na Na) - Aamir
4 Ali Gatie - It's You 
5 Kim Taylor - I Am You",电子竞技,171,11,电子竞技;英雄联盟;云顶之弈;万物皆可游戏;猴子区up;云顶元歌;混沌德莱文;双人模式;弑神;单人双排;必剪创作,62526;9222;10876266;20563743;33026660;33045967;35533555;602749;19969;4323934;15775524,4996,606,0,1402,0,9244,472,2714,172256,1,0,无,无,无
1676481686,479125870,1003471183,485578465,高中语文诗歌鉴赏，抓住得分点，满分很简单丨国家玮-高考语文,国家玮-开明致学,1676116938,1676116938,452,"高考诗歌鉴赏不用怕，答题满分有诀窍。
国家玮，北大中文系博士。关注微信公众号【开明致学】，每周有白嫖语文学习资料。记得三连支持一下。",校园学习,208,10,诗歌;高考;公开课;开明致学;语文;高中;国家玮;诗歌鉴赏;校园学习;学习帮帮团,272884;8740;31864;12618477;6262;12729;2722097;3083265;5016590;24688160,2036,1719,0,11622,0,43123,657,1046,583524,1,0,无,无,无
1676481694,481835785,1006859017,171368594,白毛萝莉，但是是老师！4K,六二二同学w,1676347200,1676321257,66,"世界顶尖的暗杀者，转生为异世界贵族 - 蒂亚·维科尼

这个番剧的标题我真的是麻了，如同我的拖延症一样长。
虽然是去年夏天就拍完的COS今年才投稿，不晚不晚~ 
白毛虽然会迟到，但是永远不会缺席！

BGM：Hanser - 拼凑的断音 (翻唱版)
摄影：@夕景_DancingDolls",仿妆cos,252,11,4K;萝莉;COSPLAY;暗杀勇者;小老师;白毛;六二二;转生为异世界贵族;世界顶尖的暗杀者;普通人变美指南（新年版）;挑战二次元妆造,206943;144;88;22062899;912393;133217;8976719;21908256;21908257;33365922;33370977,4170,308,0,13013,0,26048,446,742,291182,1,0,无,无,无
1676481702,949181021,1002713096,3461582222789574,恶到必除,八龙孙国帅,1676085475,1676085475,73,-,小剧场,85,5,原创;任何邪恶终将绳之以法;依托答辩;不是白象我不吃;功夫是这样的,536;27096282;30761769;31397204;31609880,18583,4316,0,19636,36,222602,4713,45270,1978346,1,0,无,无,无
1676481712,479365064,1007070453,161108953,情人节再听亿遍！大型表白现场，会有一个人陪你慢慢老去,XSO西安交响乐团,1676344992,1676344992,305,"《慢慢喜欢你》
作曲/作词：李荣浩
原唱：莫文蔚

慢慢把爱意向你娓娓道来，可是不要因为别人都在交卷，自己就乱写答案啊
各位观众老爷们有没有曾经或现在特别特别喜欢的人呢🐶
欢迎评论区和官官一起唠唠爱情",翻唱,31,12,翻唱;音乐分享官;合唱;开口跪;表白;青春;喜欢你;回忆;恋爱;情人节;慢慢喜欢你;音乐分享官6.0,386;20842721;151;12784;13216;1409;99099;3484;4145;16869;6425518;34328030,4204,280,0,4476,0,10394,993,6406,232110,1,0,无,无,无
1676481721,991822283,1005702395,10579922,"【剧情手书】""你是最真挚的信徒，却未将信仰托与良人""'||双向救赎 be美学",宛倾然,1676284080,1676264636,121,"因为各种原因拖到现在才制作完成，久等了大家【土下座】【在地上滚来滚去】【哐哐磕头】

分镜脚本：且且/山誓
原画绘制：纟工色鱼非鱼/朔北/嘉嘉/哇叽
视频制作：希图欧/Mission

※场景动作等元素含参考

Bgm：East of Eden-Zella Day",短片·手书·配音,47,10,手书;手机游戏;娱乐;剧情向;哈利波特魔法觉醒;哈利波特;be美学;不渝之爱;玩转自由;East of Eden,608;3007;3221;25638;12238584;8964;13179626;20899515;34613174;2581334,6324,135,0,18255,0,30757,287,1431,241060,1,1,无,无,无
1676481727,224288720,1007697166,404987905,"斥巨资3000元!买了5张“坏卡”来维修,但是结果却...",ACG外观研究社,1676377800,1676370970,641,这条简介太过分了！,数码,95,10,数码;显卡;DIY;硬件;拆机;维修;捡垃圾;电脑装机;矿卡;显卡维修,16906;6213;3620;82132;81736;472291;252274;423420;2881956;9754892,6202,1979,0,976,0,15108,597,450,202912,1,1,无,无,无
1676481736,864329971,1006982828,1847854850,日本情人节要给喜欢的人送巧克力哦！【日本办公室料理】,長野社長,1676347200,1676337386,93,"大家记得去动态参加抽奖哦！！
「一键三连」忘れないでね！",美食制作,76,12,美食;巧克力;日本美食;日本料理;办公室;社长;美食制作;日本办公室料理;情人节;情人节巧克力;“遇见你，怦然心动”2023情人节活动;又是一年情人节,20215;21214;289587;47282;71994;1768;562935;35508414;16869;59760;35076622;35483426,737,232,0,1590,0,46087,352,173,559273,1,0,忘れないでね,,忘れないでね
1676481741,906860682,1006899145,1876480181,世界冠军李培楠！开启弑神之战，连斩世界四王，登顶巅峰！星际争霸2,Easy硕游戏,1676327510,1676327510,743,,电子竞技,171,10,电子竞技;精彩集锦;人皇;星际争霸2;MOBA;冠军;登顶;弑神;夺冠;李培楠,62526;66406;27323;3531;254029;46965;1203241;19969;161375;7067828,1441,887,0,997,0,8416,752,1919,295961,1,0,无,无,无
1676481749,779331713,1006136879,1187017154,猪血煮过的鱼线坚韧不易断，再扎点排钩去会会湖里的鱼儿们,湖家郎,1676279534,1676279534,194,-,三农,251,6,生活记录;记录美好农村生活;三农;捕鱼;渔民日常;三农繁星计划7.0 在希望的田野上,1057109;27329461;949800;42134;11607684;34832041,2638,610,0,1550,0,55923,603,235,807908,1,0,无,无,无
1676481758,864095765,1003863353,484322035,【冰糖x爱哥】疯狂的沉浸在蜜糖里吧！《主播女孩重度依赖》主题曲中文live版,AIChannel中国绊爱,1676025000,1675946821,230,"†糖糖†升天†爱哥†
----------------------🍬🍬🍬-------------------------------
原作：《主播女孩重度依赖》(NEEDY GIRL OVERDOSE)
原唱：KOTOKO-INTERNET OVERDOSE
中文填词：@雾深Girimi  -BV1Wq4y1a7ww
翻唱：AIChannel中国绊爱♥冰糖IO
---------------------------♥♥♥--------------------------------
感兴趣的话就关注一下吧(*˘︶˘*).｡.:*♡",翻唱,31,10,翻唱;4K;虚拟UP主;NEEDY GIRL OVERDOSE;超天酱;虚拟最强音;电波系;中国绊爱;冰糖IO;虚拟新春之音,386;206943;4429874;19666616;23976068;29613120;223733;11782125;19494354;33662084,12496,772,0,10523,0,56463,2422,4078,328596,1,1,主播女孩重度依赖,,主播女孩重度依赖
1676481770,609320156,1006164656,2023283421,情人节到了 你的初恋女友已上线 请查收,乌恩温wenwen,1676281249,1676281250,61,-,搞笑,138,4,初恋;情人节;情人节怎么过;“遇见你，怦然心动”2023情人节活动,2862;16869;6710954;35076622,580,174,0,778,0,20008,266,217,355786,1,0,无,无,无
1676481776,309436399,1008157186,82573406,【罗云熙】游戏很好玩，下次不玩了,罗云熙,1676453400,1676389796,551,,明星综合,137,3,娱乐;游戏;罗云熙,3221;802;1014344,11565,4227,0,3712,0,11128,2422,1288,62569,1,0,无,无,无
1676481786,779286248,1005548252,290526283,厨师长教你：“黄焖鸡”的家常做法，色香味俱佳，汤汁拌饭更是绝,美食作家王刚R,1676278800,1676254306,235,,美食制作,76,6,美食;厨艺;家常菜;黄焖鸡;美食教学;厨师长,20215;239855;94337;1199590;809377;3206386,7615,1472,0,16196,60,45988,1210,3476,804507,1,0,无,无,无
1676481796,566661178,1003360297,3493115826538900,"昨晚挣了663，代驾过程中还捡了一部全新的苹果14PRO MAX,听说这手机9000多，怎么办？#vlog日常 #万万没想到 #记录真实生活 #代驾",大朋驾到,1676111772,1676111772,142,"昨晚挣了663，代驾过程中还捡了一部全新的苹果14PRO MAX,听说这手机9000多，怎么办？#vlog日常 #万万没想到 #记录真实生活 #代驾",出行,250,4,生活记录;日常;记录;Vlog,1057109;2848;37366;2503953,3035,298,0,985,0,41925,1280,121,726252,1,0,无,无,无
1676481807,566589973,1001164094,35673655,我宣布这些包臀裙直接封神！,白日梦_--,1675990787,1675990787,232,-,时尚潮流,159,11,服饰;秀场;走秀;性感;高级定制;穿搭;时装周;模特;T台;Valentino;包臀裙,313718;516500;69021;10660;1137020;1139735;504679;51266;315992;2518381;2702587,3621,916,0,21723,0,32065,582,3324,1297642,1,0,无,无,无
1676481814,479240198,1002816717,64850169,央行反向操作，抛售美债，抢购黄金，百年之前的历史即将重演？【韭菲特商业观察】,资本带鳄韭菲特,1676003259,1676003259,721,"· 去年，全球央行购金量达到1136吨，增长比例达到了惊人的152%；
· 去年最后两个月，央妈集中增加了62吨黄金储备，总储备量超过2000吨；
· 两年时间，央妈已经运回来了1800吨黄金；
· 央妈从2021年开始持续减持美债，去年已经跌破8700亿美元；
· 美债流动性极好，是极佳的理财产品；
· 国际市场美债总占比24%，相比美债总量太小了；
· 我们在去年就取消口罩了，进出口贸易恢复，经济逐渐复苏，春节档票房接近68亿人民币，春节旅游收入接近2900亿人民币，《三体》电视剧保留了特殊时期的镜头，春晚出圈的领舞带着纹身，政府领导视察了米哈游，漫威电影都要重新在中国上映了，滴滴重新上线了，领导们几乎每周都要大提一次开放发展经济。

100年前的1918年，西班牙大流感夺走了2000万人的生命，3年之后，流感结束，法西斯开始崛起，整个世界淹没在二战的硝烟里；100年之后，新冠疫情持续3年之后也基本归于平静，这一次，我希望历史不会重演。",财经商业,207,10,社会观察局;财经;俄罗斯;土耳其;黄金储备;乌克兰;汇率;商业;央行;美债,24684043;66849;3189;148409;793723;198958;1225095;251524;1439042;6869904,4230,5081,0,10305,0,62186,1965,3388,1721075,1,0,无,无,无
1676481825,991988474,1009186410,201164593,梅西c罗球迷观看巴黎0-1拜仁慕尼黑比赛反应,概辞彼,1676457297,1676457297,1797,转给身边的球迷朋友,足球,249,10,体育;欧冠;梅西;C罗;搞笑;足球;巴黎拜仁;必剪创作;足球绿洲探险家;概辞彼小小小罗,41103;47079;4052;27866;1833;584;35307506;15775524;29389145;32627249,1824,2955,0,624,0,4968,462,396,64905,1,0,https://b23.tv/BV1NM41187tP,,球王的球迷如何踢球
1676481832,524374163,1006653147,1343321779,“养得起你就陪不了你”，这句话是不是该改改了！,央视农业,1676340000,1676303210,153,,综合,206,6,孟语凡;主播说三农;留守儿童;父母;务工人员;打工人,12532289;19013127;191048;71102;3436049;9874696,2711,2426,0,2236,0,44003,3361,1131,403710,1,0,无,无,无
1676481842,394304316,1005137802,476704454,去渔排捕捞大黄鱼，在海上现捞现烤，小表妹说太好吃了,小文哥吃吃吃,1676361600,1676213666,822,"祝大家年年有余！
情人节快乐呀！
来个三连支持一下呗！",美食制作,76,12,美食;猎奇;海鲜;4K;美食制作;渔民;黄瓜鱼;大黄鱼;乡村振兴;黄鱼鲞;天南海北家乡味;用美食认识我的家乡,20215;58;104037;206943;562935;113693;2652218;3344328;6781414;9782508;33105243;33121332,7532,1867,0,1955,0,37857,700,490,443550,1,1,无,无,无
1676481852,821729871,1004404397,4186021,游戏史上最强二月？80万同时在线的霍格沃茨仅仅只是序幕！【Steam2月新游戏推荐】,初夏ChuXXia,1676179817,1676179817,477,"这个二月的阵容实在是太恐怖了
欢迎各位每天下午来看我的直播！

weibo：初夏ChuXXia
直播通知 639373555
粉丝6群 691953890
粉丝7群 701835348
粉丝5群 450094730
粉丝4群 454513945
粉丝3群 765422419
粉丝2群 238548728",单机游戏,17,9,独立游戏;霍格沃茨;STEAM;单机游戏;狂野之心;原子之心;森林之子;游戏推荐;推荐宝藏游戏,33450;445652;13715;17683;12726543;668280;365934;110374;24855082,2290,1625,0,6386,0,29229,1605,2875,682558,1,0,二月阵容,,二月阵容
1676481864,609245428,1004104729,501299726,吹糖老马玩网玩疯了,吹糖马青旺,1676164083,1676164083,72,-,手工,161,5,人文;手工;手艺;吹糖人;精神病日常,40737;11265;194051;1192265;4561938,1724,124,0,685,0,20418,379,144,396973,1,0,无,无,无
1676481871,266869658,1007888150,261246707,绵阳市Vlog，100元买7家路边摊小吃，每种都好吃，今天吃过瘾了,李一生L,1676379008,1676379008,600,绵阳市Vlog，100元买7家路边摊小吃，每种都好吃，今天吃过瘾了,田园美食,214,12,旅游;美食;生活记录;小吃;街头美食;吃货;街拍;旅拍;探店;Vlog;路边摊小吃;绵阳美食,6572;20215;1057109;56406;1139423;6942;288732;395596;1469519;2503953;6624644;7082154,20927,1386,0,2221,0,18271,985,598,127659,1,0,无,无,无
1676481882,351871228,1007577076,7375428,想 和 我 交 往 吗 ♥ ？,Tocci椭奇,1676365354,1676365354,86,"瞒不住啦 让我看看是哪个老婆点进来了！
录的时候扭到脚了呜呜....
点赞2W出竖屏！
舞蹈：DIA-想和我交往吗",明星舞蹈,199,13,明星舞蹈;舞蹈;恋爱;4K;小姐姐;女朋友;情人节;舞蹈翻跳;学姐;想和我交往吗;一日女友;歌舞打卡挑战;情人节用舞蹈定义心动,6012204;376;4145;206943;668759;19574;16869;800245;18802;3430687;5326064;31813197;35061075,2070,449,0,9330,0,11377,265,285,198916,1,0,无,无,无
1676481888,479266060,1007157675,325232992,"""给他一个40系笔记本，他能掀翻整个笔记本市场""—麦克阿瑟《机械革命传奇》",BlueSkyXN,1676346090,1676346090,78,"给他一个40系显卡，他能干翻一众30系矿卡
给他一个40系笔记本，他能掀翻整个笔记本市场
拯救者如此评价到：在他面前我甚至无法拯救自己
天选姬把自己关在房间内叹气道：只有他才是天选之人
耍猴的 R O G 枪神：我如同一位士兵面对他
曾经号称性价比之王的红米：不要再提性价比，那是我的耻辱
坠机堡垒摇了摇头：我终究还是坠机了
就连韭菜收割者外星人都这样评价他：外星只是形容他的科技
本以为胜券在握的暗影精灵看了他的价格：他的存在才是我的阴影
原先的价格屠夫神舟这样评价：这才是颠覆我的诺亚方舟
人傻钱",数码,95,12,数码;笔记本;蛟龙;电脑;40;麦克阿瑟;极光;机械革命;天选;必剪创作;搞笑研究所;搞笑研究所2023,16906;1338;362233;1339;27113;199430;54247;599531;1432010;15775524;23649527;35027528,721,118,0,1190,0,7534,1656,7122,274988,1,0,无,无,无
