video_aid,爬取时间,video_cid,标题,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,平均标签订阅数,up在最热前500条评论的回复数,up在最热前500条评论的点赞数,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数,是否周末,是否原创_1,是否原创_2,是否合作_0,是否合作_1,有无简介_0,有无简介_1,有无广告_0,有无广告_1,标题样式_。,标题样式_！,标题样式_？,是否周末_False
609325661,1676517845,1004842248,【自媒体工具篇】2023ChatGPT领跑生成式人工智能，巨好用的AI工具还有谁？,1676204793,1676204794,336,职业职场,7,6,0,15,0,8,3,4,171,1,0,6.0,0.0,0.0,16.0,8.0,3.0,4.0,178.0,3.0,415.0,10.0,-0.1,-0.1,1,？,0,3.623287037037037,32013.571428571428,1,0,0.5,0.0,False,1,0,1,0,0,1,1,0,0,0,1,1
609325995,1676517210,1004752814,为什么央企国企很少社招呢？这条视频告诉你，应届生们看过来！,1676251920,1676195461,70,职业职场,9,0,0,2,0,5,1,0,149,1,0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,160.0,4.0,5.0,12.0,-0.08333333333333333,-0.08333333333333333,0,？,0,3.0704861111111112,1516.111111111111,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,0,0,1,1
609326962,1676516194,1005361474,有人想要面试常规题库吗？有的话，我出一集,1676278200,1676226123,62,职业职场,3,62,3,497,0,1320,23,29,17918,1,0,64.0,3.0,0.0,513.0,1355.0,24.0,31.0,18775.0,6.0,88185.0,306.0,-0.0032679738562091504,-0.0032679738562091504,0,？,0,2.754560185185185,31970.333333333332,0,0,0.21052631578947367,6.894736842105263,False,1,0,1,0,1,0,1,0,0,0,1,1
609327479,1676515542,1006306293,领导是否把你当自己人？学会表忠心升职加薪,1676286830,1676286830,157,职业职场,10,0,0,24,0,10,3,0,407,1,0,0.0,0.0,0.0,30.0,11.0,4.0,0.0,459.0,5.0,1773.0,36.0,-0.027777777777777776,-0.027777777777777776,1,？,0,2.64712962962963,12667.3,1,0,0.5,0.0,False,1,0,1,0,0,1,1,0,0,0,1,1
609328609,1676511948,1008017791,劝人学医，胜造七级浮屠！,1676383738,1676383738,708,职业职场,11,235,229,155,0,1205,466,137,21086,1,0,245.0,254.0,0.0,181.0,1328.0,491.0,156.0,23944.0,4.0,51622.0,16.0,-0.0625,-0.0625,0,！,0,1.4839120370370371,317011.63636363635,15,3,1.6701570680628273,7.895287958115183,False,1,0,1,0,1,0,1,0,0,1,0,1
609332741,1676514944,1005852112,INFJ钟意的理想伴侣有哪些标准 [4],1676295000,1676272527,71,职业职场,5,2,0,14,0,15,1,1,652,1,0,4.0,0.0,0.0,15.0,17.0,1.0,1.0,825.0,2.0,610.0,23.0,-0.043478260869565216,-0.043478260869565216,0,。,0,2.5456481481481483,101.4,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609333905,1676515897,1005677662,【辽宁省考】公务员必考题型！连续三年都有7道题，定义判断怎么复习？,1676280600,1676258217,144,职业职场,9,0,0,1,0,2,0,0,59,1,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,67.0,4.0,10303.0,787.0,-0.0012706480304955528,-0.0012706480304955528,1,？,0,2.7233449074074074,37614.333333333336,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,0,0,1,1
609334312,1676513618,1007359505,跃动学堂先导课点评答疑课介绍12,1676355426,1676355427,125,职业职场,4,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,60.0,69.0,-0.014492753623188406,-0.014492753623188406,1,。,0,1.8309259259259258,444516.75,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
609334563,1676517903,1004935414,面试被问：怎么看你的专业和工作方向不一样？,1676203164,1676203164,161,职业职场,11,0,0,2,0,0,0,0,27,1,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,27.0,3.0,3.0,8.0,-0.125,-0.125,1,？,0,3.6428125,13222.181818181818,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,0,0,1,1
609334622,1676514183,1007050318,13.web端部署,1676341876,1676341877,438,职业职场,4,0,0,0,0,1,0,0,12,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,2.0,9.0,14.0,-0.07142857142857142,-0.07142857142857142,1,。,0,1.9942939814814815,19119.0,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
609335821,1676517670,1005092562,ppt预览图在文件夹中更新的方法,1676210212,1676210212,129,职业职场,11,0,0,1,0,0,0,0,19,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,4.0,7003.0,700.0,-0.0014285714285714286,-0.0014285714285714286,0,。,0,3.5585416666666667,202645.27272727274,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609336331,1676516184,1005915304,【公务员遴选笔试】这件事浙江又走在了全国前面,1676278800,1676269227,107,职业职场,6,0,1,6,0,18,1,4,494,1,0,0.0,1.0,0.0,6.0,20.0,1.0,4.0,530.0,5.0,149292.0,1156.0,-0.0008650519031141869,-0.0008650519031141869,1,。,0,2.7475,5221.333333333333,0,0,0.0,1.0,False,1,0,1,0,0,1,1,0,1,0,0,1
609337389,1676513511,1007435260,ChatGPT火了，创始人山姆•奥特曼到底有多疯狂？他竟然想用“三部曲”改变整个人类社会？！,1676358987,1676358987,161,职业职场,5,0,0,2,0,3,1,0,55,1,0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,67.0,2.0,1.0,12.0,-0.08333333333333333,-0.08333333333333333,0,？,0,1.7884722222222222,71215.8,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,0,0,1,1
609338403,1676517715,1004894875,如何协调场地车位？,1676208600,1676201235,123,职业职场,6,0,0,0,0,0,0,0,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,15.0,32.0,-0.03125,-0.03125,0,？,0,3.5777199074074075,39908.166666666664,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,0,0,1,1
609341699,1676517056,1005662064,华倾注考丨注册城乡规划师【规划实务之城镇规模预测】国土空间规划,1676257323,1676257323,1054,职业职场,8,0,0,2,0,3,0,0,64,1,0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,69.0,3.0,2862.0,148.0,-0.006756756756756757,-0.006756756756756757,1,。,0,3.0061689814814816,29.75,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
609343289,1676516567,1005920477,B站给我发工资了1.7w，不用粉丝不用露脸，分享自己的工作经验。,1676269549,1676269549,176,职业职场,10,10,0,43,0,29,21,29,1050,1,0,10.0,0.0,0.0,43.0,29.0,18.0,30.0,1077.0,0.0,30.0,2.0,-0.5,-0.5,0,。,0,2.8590046296296294,5116.5,0,0,1.4,0.3,False,1,0,1,0,1,0,1,0,1,0,0,1
609344242,1676512474,1007743601,英语面试：interview pre,1676379600,1676372325,65,职业职场,9,5,0,11,0,46,2,2,338,1,0,5.0,0.0,0.0,11.0,48.0,2.0,2.0,363.0,5.0,73254.0,520.0,-0.0019230769230769232,-0.0019230769230769232,0,。,0,1.5378935185185185,78644.55555555556,1,1,1.0,1.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609344645,1676515857,1006075467,待业多年重返职场，如何处理简历和面试的空窗期？|裸辞|待业,1676281196,1676281197,364,职业职场,8,85,100,770,0,277,22,48,5974,1,0,100.0,108.0,0.0,881.0,321.0,29.0,66.0,7069.0,5.0,13346.0,34.0,-0.029411764705882353,-0.029411764705882353,1,？,0,2.7159837962962965,12424.875,4,0,1.375,3.75,False,1,0,1,0,0,1,1,0,0,0,1,1
609345820,1676517530,1005194913,42岁、做了20年土木人，闲下来就会变得空，忙起来反而更快乐,1676216060,1676216060,188,职业职场,10,14,0,4,0,47,14,1,1484,1,0,14.0,0.0,0.0,4.0,47.0,22.0,1.0,1543.0,6.0,32555.0,616.0,-0.0016233766233766235,-0.0016233766233766235,1,。,0,3.489236111111111,279.0,0,0,1.1428571428571428,1.8571428571428572,False,1,0,1,0,0,1,1,0,1,0,0,1
609347924,1676517165,1005597165,体制内调动前，要考虑清楚的几个问题,1676254534,1676254534,390,职业职场,5,8,3,75,0,134,1,12,3868,1,0,8.0,3.0,0.0,80.0,137.0,1.0,12.0,4107.0,5.0,140118.0,206.0,-0.0048543689320388345,-0.0048543689320388345,0,。,0,3.039710648148148,25315.6,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609348656,1676508916,1006946829,ps多图层同时批量更改名称视频：脚本插件安装应用,1676499300,1676350204,390,职业职场,6,0,0,0,0,2,0,0,3,1,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,5.0,27437.0,3174.0,-0.000315059861373661,-0.000315059861373661,1,。,0,0.1112962962962963,0.16666666666666666,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
609350606,1676511877,1008091512,（粉照）分数比较（一大一小，直接看）（同大同小，竖直除，横看倍数）,1676386230,1676386230,239,职业职场,1,0,0,2,0,2,0,0,26,1,0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,37.0,4.0,3036.0,1538.0,-0.0006501950585175553,-0.0006501950585175553,0,。,0,1.454247685185185,482.0,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609352747,1676512436,1007944921,人性如此，你懂了吗？,1676380370,1676380370,197,职业职场,11,2,1,18,0,36,3,0,300,1,0,2.0,1.0,0.0,21.0,38.0,3.0,2.0,505.0,6.0,94097.0,248.0,-0.004032258064516129,-0.004032258064516129,0,？,0,1.5285416666666667,64512.63636363636,0,0,0.0,0.3333333333333333,False,1,0,1,0,1,0,1,0,0,0,1,1
609353543,1676517629,1005140384,投标文件的制作方法和基本技巧,1676212261,1676212261,163,职业职场,1,0,0,0,0,0,0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,43.0,-0.023255813953488372,-0.023255813953488372,0,。,0,3.5343518518518517,2.0,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609356337,1676517192,1005576110,【文职人员津贴补贴有哪些】,1676253350,1676253350,61,职业职场,6,0,0,2,0,1,0,0,61,1,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,64.0,2.0,3.0,11.0,-0.09090909090909091,-0.09090909090909091,1,。,0,3.053726851851852,49488.0,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
609357877,1676515463,1005948278,WFDR精选0005-0104,1676289900,1676270546,394,职业职场,1,0,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,101.0,-0.009900990099009901,-0.009900990099009901,0,。,0,2.61068287037037,4917.0,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609360059,1676514909,1006492552,2月13日面试题解析,1676295475,1676295475,1232,职业职场,6,2,0,1,0,4,1,0,161,1,0,2.0,0.0,0.0,2.0,4.0,1.0,0.0,167.0,4.0,3832.0,1078.0,-0.0009276437847866419,-0.0009276437847866419,0,。,0,2.5397453703703703,295262.0,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609363562,1676514804,1006576991,厂里全年无休，打工娃依然坚持在岗，看到食堂伙食我羡慕了,1676298682,1676298682,151,职业职场,6,2,0,3,0,10,2,0,545,1,0,2.0,0.0,0.0,3.0,10.0,2.0,0.0,597.0,3.0,580.0,158.0,-0.006329113924050633,-0.006329113924050633,0,。,0,2.501412037037037,491.3333333333333,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609364306,1676514243,1007051701,大裁员背景下，为什么go的招聘需求不降反升？,1676341030,1676341030,130,职业职场,11,0,1,5,0,15,2,0,712,1,0,0.0,1.0,0.0,6.0,15.0,2.0,1.0,776.0,2.0,1451.0,52.0,-0.019230769230769232,-0.019230769230769232,1,？,0,2.0047800925925925,20568.909090909092,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,0,0,1,1
609364737,1676514298,1007014479,每个公考人都是“叶先生”，有些刻在骨子里的疯，是抹不掉的……,1676339737,1676339737,250,职业职场,10,4,0,1,0,10,9,4,132,1,0,4.0,0.0,0.0,1.0,10.0,9.0,4.0,135.0,2.0,0.0,1.0,-1.0,-1.0,0,。,0,2.0203819444444444,55210.5,0,0,0.5,0.16666666666666666,False,1,0,1,0,1,0,1,0,1,0,0,1
609369976,1676512495,1007912144,关于层高和净高的区别,1676379004,1676379004,131,职业职场,4,0,0,0,0,0,0,0,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,8148.0,1423.0,-0.0007027406886858749,-0.0007027406886858749,1,。,0,1.5450347222222223,866718.75,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
609370084,1676513547,1007130272,我发现  现在很多应届生根本不懂怎么考三支一扶！！！|应届生,1676357851,1676357851,197,职业职场,8,1,0,13,0,5,8,2,313,1,0,1.0,0.0,0.0,13.0,5.0,10.0,2.0,375.0,2.0,79.0,9.0,-0.1111111111111111,-0.1111111111111111,0,！,0,1.802037037037037,9003.5,0,0,1.0,0.0,False,1,0,1,0,1,0,1,0,0,1,0,1
609370585,1676512012,1007990421,"新闻发稿公司：选择媒介星,为众多公关传媒机构服务经验",1676382207,1676382207,197,职业职场,4,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,28.0,-0.03571428571428571,-0.03571428571428571,1,。,0,1.502372685185185,15.75,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
609370780,1676512991,1007711270,人工智能画出来的图长什么样？DALL-E体验手记,1676371151,1676371151,143,职业职场,5,2,0,0,0,1,0,0,20,1,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,2.0,16.0,9.0,-0.1111111111111111,-0.1111111111111111,0,？,0,1.6416666666666666,17070.0,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,0,0,1,1
609371710,1676516512,1005949483,盐城企业管家三个模块填报流程,1676270769,1676270769,643,职业职场,8,0,0,1,0,1,2,2,104,1,0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,136.0,6.0,21.0,1.0,-1.0,-1.0,1,。,0,2.8442476851851852,204688.5,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
609374219,1676508877,1005211242,动态实现折现图中已发生的月份和未发生月份分布用不同颜色和线表示,1676503800,1676215445,228,职业职场,10,0,0,1,0,1,0,0,5,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,3.0,917.0,42.0,-0.023809523809523808,-0.023809523809523808,0,。,0,0.05876157407407408,44175.6,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609376662,1676509162,1009517573,大厂无中生有工作专家不外传的秘术,1676471591,1676471591,369,职业职场,8,10,0,13,0,45,1,15,453,1,0,38.0,0.0,0.0,28.0,100.0,14.0,31.0,879.0,5.0,47915.0,42.0,-0.023809523809523808,-0.023809523809523808,1,。,0,0.43484953703703705,25310.375,0,0,0.0,2.0,False,1,0,1,0,0,1,1,0,1,0,0,1
609377039,1676510862,1008867356,做自媒体必备的10个平台，有播放就有收益，零基础转行自媒体必看！,1676441377,1676441377,266,职业职场,10,2,17,17,0,14,21,26,126,1,0,2.0,17.0,0.0,19.0,15.0,21.0,26.0,165.0,2.0,16.0,2.0,-0.5,-0.5,0,！,0,0.804224537037037,35147.9,9,0,1.1111111111111112,0.4444444444444444,False,1,0,1,0,1,0,1,0,0,1,0,1
609383178,1676508991,1009692209,面试究竟是在试什么？每一方都为的是自己,1676478818,1676478818,1681,职业职场,6,72,72,82,0,183,22,10,768,1,0,182.0,77.0,0.0,197.0,373.0,51.0,32.0,1886.0,6.0,38895.0,23.0,-0.043478260869565216,-0.043478260869565216,0,？,0,0.34922453703703704,49836.0,0,0,0.1,1.9,False,1,0,1,0,1,0,1,0,0,0,1,1
609384879,1676511004,1008328754,拼多多运营：2023拼多多开店新手小白实操演示，让新手小白也能轻松上手开店(附全套学习资料）,1676437200,1676402828,95,职业职场,4,0,0,0,0,0,0,0,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,-1.0,-1.0,1,。,0,0.854212962962963,95581.0,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
609386744,1676510956,1008783469,EPLAN客户服务中心-创建提问工单,1676438206,1676438206,210,职业职场,7,0,0,1,0,0,0,0,13,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,2.0,3598.0,118.0,-0.00847457627118644,-0.00847457627118644,0,。,0,0.8420138888888888,58279.71428571428,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609395542,1676511025,1008744868,GQI图纸管理之分割定位--弱电造价-七彩颖欣老师,1676435378,1676435378,1242,职业职场,10,0,0,1,0,1,0,1,19,1,0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,36.0,5.0,14442.0,561.0,-0.0017825311942959,-0.0017825311942959,1,。,0,0.8755439814814815,17.6,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
609397120,1676511046,1008728995,与领导搞好关系的四大诀窍！,1676434594,1676434594,210,职业职场,6,2,0,26,0,12,0,0,239,1,0,2.0,0.0,0.0,31.0,12.0,0.0,1.0,299.0,2.0,1831.0,23.0,-0.043478260869565216,-0.043478260869565216,1,！,0,0.8848611111111111,722.8333333333334,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,0,1,0,1
609398894,1676510819,1008893041,第2集｜在项目收尾过程中，项目经理得知他们必须快速加入一个更高优先级的项目，如果立即启动项目这个新项目，将为公司带来200万美元的增量价值，项目经理应该怎么做？,1676442752,1676442752,231,职业职场,7,0,0,0,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,1.0,5.0,-0.2,-0.2,0,？,0,0.7878125,38.142857142857146,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,0,0,1,1
609399531,1676509199,1009520308,光伏日发电123.5度能有多少收益？我来告诉你,1676470374,1676470374,106,职业职场,4,0,0,0,0,1,0,0,28,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,2.0,6.0,17.0,-0.058823529411764705,-0.058823529411764705,0,？,0,0.44936342592592593,45.25,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,0,0,1,1
609400574,1676510681,1008964942,工程造价特训提高班教程15-首层柱-表格自动算量与对量,1676445601,1676445601,1057,职业职场,5,0,0,0,0,0,0,1,16,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,3.0,946.0,143.0,-0.006993006993006993,-0.006993006993006993,0,。,0,0.7532407407407408,374.8,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609401791,1676511121,1008679843,公共基础知识刷题课程 哲学（1）1-10题,1676432960,1676432961,805,职业职场,6,0,0,0,0,0,0,1,2,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,4.0,2206.0,236.0,-0.00423728813559322,-0.00423728813559322,0,。,0,0.9046412037037037,21015.833333333332,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609402859,1676510280,1009171538,中运集团内控管理系统-收发文归档教学视频,1676454243,1676454244,102,职业职场,1,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,15.0,-0.06666666666666667,-0.06666666666666667,1,。,0,0.6485763888888889,52427.0,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
609403772,1676511311,1008568030,SUMPRODUCT嵌套OFFSET函数，这个搭配用法相得益彰，不知道简直可惜！,1676427283,1676427283,402,职业职场,5,55,2,194,0,144,4,16,1822,1,0,72.0,2.0,0.0,290.0,170.0,8.0,21.0,2771.0,6.0,143831.0,295.0,-0.003389830508474576,-0.003389830508474576,1,！,0,0.9725462962962963,521.6,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,0,1,0,1
609405740,1676509445,1009390721,诚信315消费者维权PPT模板，PPT文件：wzppt（加个点）com,1676464337,1676464337,95,职业职场,3,0,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4015.0,1416.0,-0.0007062146892655367,-0.0007062146892655367,1,。,0,0.5220833333333333,79.0,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
609410369,1676508952,1009786630,数字经济,1676485852,1676485853,163,职业职场,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,-0.1111111111111111,-0.1111111111111111,0,。,0,0.2673611111111111,1635975.0,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609418668,1676511053,1008725525,宅 家搬砖  1 个月 稳定 收  入7.4 wan，，只要你 肯吃苦熬夜，这两三年你也可以加 fu 起来！,1676434379,1676434379,118,职业职场,11,2,31,22,0,20,12,16,143,1,0,4.0,37.0,0.0,32.0,23.0,14.0,18.0,469.0,2.0,1.0,1.0,-1.0,-1.0,0,！,0,0.8874305555555555,13170.363636363636,1,0,2.2,1.4,False,1,0,1,0,1,0,1,0,0,1,0,1
609421947,1676510949,1008783118,EPLAN Pro Panel生成安装板开孔图,1676438478,1676438478,70,职业职场,7,0,0,1,0,1,0,0,11,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.0,2.0,3598.0,118.0,-0.00847457627118644,-0.00847457627118644,0,。,0,0.8387847222222222,58279.71428571428,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609422105,1676510660,1008982957,（粉照）r（比较）（分数比较）,1676446219,1676446219,123,职业职场,1,0,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3036.0,1538.0,-0.0006501950585175553,-0.0006501950585175553,0,。,0,0.7458449074074074,482.0,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609423673,1676511180,1008504450,掏心窝分享，给想要做跨境电商的宝妈们一些真诚的建议！,1676430900,1676423424,137,职业职场,7,0,1,1,0,6,0,0,96,1,0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,145.0,3.0,2088.0,214.0,-0.004672897196261682,-0.004672897196261682,0,！,0,0.9291666666666667,1439.4285714285713,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,0,1,0,1
609430625,1676511567,1008451365,公司马基雅维利主义3 高收入三个指标（1） 智商,1676419823,1676419823,120,职业职场,10,0,0,1,0,0,0,0,2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,2.0,99.0,62.0,-0.016129032258064516,-0.016129032258064516,1,。,0,1.0618518518518518,1903.6,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
609434053,1676511811,1005289446,JAVA开发找工作如何,1676389838,1676389838,129,职业职场,2,2,0,1,0,9,18,2,843,1,0,2.0,0.0,0.0,1.0,10.0,18.0,2.0,1007.0,3.0,358.0,17.0,-0.058823529411764705,-0.058823529411764705,0,。,0,1.411724537037037,19345.5,0,0,2.8,1.2,False,1,0,1,0,1,0,1,0,1,0,0,1
609434748,1676510688,1008959606,本科汉语言文学-审美形态的内涵和特征@北京颉远集团靠谱,1676445536,1676445536,650,职业职场,6,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,-0.3333333333333333,-0.3333333333333333,1,。,0,0.7540740740740741,17.333333333333332,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
609435689,1676511802,1008173722,【影视后期】教你如何人像抠图！PS教程请看这里！非公众号引流！,1676390351,1676390351,262,职业职场,10,3,0,3,0,3,1,2,12,1,0,3.0,0.0,0.0,3.0,3.0,1.0,2.0,20.0,3.0,9.0,1.0,-1.0,-1.0,1,！,0,1.4056828703703703,103155.6,0,1,0.0,2.0,False,1,0,1,0,0,1,1,0,0,1,0,1
609437540,1676508912,1009310042,张雪峰，数学专业，金融专业，会计专业如何年薪过百万呢。,1676499871,1676460622,332,职业职场,1,0,0,0,0,3,0,0,78,1,0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,369.0,4.0,5059.0,407.0,-0.002457002457002457,-0.002457002457002457,0,。,0,0.10464120370370371,1.0,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609440221,1676510953,1008783222,EPLAN_RITTAL_智能开孔及自动裁线,1676438362,1676438362,142,职业职场,9,0,0,0,0,0,0,1,10,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,2.0,3598.0,118.0,-0.00847457627118644,-0.00847457627118644,0,。,0,0.8401736111111111,46130.77777777778,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609440626,1676510741,1008911503,Lectora进阶玩转变量35——翻牌效果实现,1676443747,1676443747,587,职业职场,4,0,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2293.0,510.0,-0.00196078431372549,-0.00196078431372549,1,。,0,0.7753935185185186,0.5,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
609452603,1676510935,1008782777,EPLAN Electric P8 电气原理图 IEC 标准转换 NFPA 标准,1676438923,1676438923,95,职业职场,7,0,0,0,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3598.0,118.0,-0.00847457627118644,-0.00847457627118644,0,。,0,0.8334722222222222,58279.71428571428,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
609459892,1676510288,1009159470,如果职场有超人，那一定是新媒体运营！真是牛马岗！（二）,1676454065,1676454065,355,职业职场,6,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.0,4.0,23.0,67.0,-0.014925373134328358,-0.014925373134328358,1,！,0,0.6507291666666667,293978.0,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,0,1,0,1
609462849,1676511395,1008536327,「语苏职场」面试必看！沉浸式压力面，看看你能撑到第几轮？,1676425096,1676425096,69,职业职场,11,0,0,0,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,96.0,0.0,122.0,107.0,-0.009345794392523364,-0.009345794392523364,1,？,0,0.9988310185185185,12633.272727272728,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,0,0,1,1
609463450,1676511336,1008559676,你喜欢自律，嘴上说说，但从来没有真正实行过，快放下手机，去自律学习吧！,1676426589,1676426589,78,职业职场,7,0,0,0,0,2,0,0,35,1,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,54.0,2.0,16.0,43.0,-0.023255813953488372,-0.023255813953488372,0,！,0,0.9808680555555556,247759.42857142858,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,0,1,0,1
609464397,1676511549,1008457764,二建备考用了三个月，一建用了三年,1676420332,1676420332,159,职业职场,11,0,4,0,0,6,0,2,46,1,0,0.0,4.0,0.0,0.0,7.0,0.0,2.0,121.0,4.0,1863.0,10.0,-0.1,-0.1,1,。,0,1.055752314814815,183040.9090909091,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
