video_aid,爬取时间,video_cid,标题,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,平均标签订阅数,up在最热前500条评论的回复数,up在最热前500条评论的点赞数,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数,是否原创_1,是否原创_2,是否合作_0,是否合作_1,有无简介_0,有无简介_1,有无广告_0,有无广告_1,标题样式_。,标题样式_！,标题样式_？
609252065,1676481956,1004763804,果郡王，你到底知不知道自己在干什么啊？！！！,1676196108,1676196108,62,粉丝创作,6,2961,648,7321,0,50537,1225,17092,856698,1,0,3094.0,687.0,0.0,7748.0,53248.0,1269.0,17958.0,913137.0,6,17989,565,-0.0017699115044247787,-0.0017699115044247787,0,？,0,3.308425925925926,441513.6666666667,6,3,0.7034068136272545,146.11823647294588,1,0,1,0,1,0,1,0,0,0,1
609266273,1676479545,1006226450,只有我上班这么惊心动魄么！,1676366100,1676285331,113,小剧场,10,1368,212,2425,0,74543,437,2721,1257201,1,0,1676.0,267.0,0.0,3531.0,97088.0,506.0,3456.0,1767432.0,6,758990,154,-0.006493506493506494,-0.006493506493506494,0,！,0,1.3130208333333333,336825.2,2,0,1.4272300469483568,64.08920187793427,1,0,1,0,1,0,1,0,0,1,0
609266322,1676485833,1005583692,练字神器：智能字帖，楷书，行楷,1676253703,1676253703,299,校园学习,9,1392,30,2510,0,1358,528,106,30989,1,0,2523.0,160.0,0.0,4235.0,2413.0,1295.0,165.0,58770.0,4,1035,343,-0.0029154518950437317,-0.0029154518950437317,0,。,0,2.6866898148148146,207182.33333333334,101,112,0.3121951219512195,0.35609756097560974,1,0,1,0,1,0,1,0,1,0,0
609266679,1676484520,1006046963,新华农兄弟：过完年了，兄弟们“不走了”,1676291100,1676283814,252,三农,2,3097,878,1033,0,37676,619,504,368920,1,1,3238.0,896.0,0.0,1102.0,38914.0,633.0,532.0,398610.0,6,11153925,3531,-0.0002832058906825262,-0.0002832058906825262,1,。,0,2.2386574074074073,13933.5,0,0,1.1163434903047091,36.65650969529086,1,0,0,1,0,1,1,0,1,0,0
609268306,1676485873,1008053892,重看世界杯决赛结束后怒喷小黑子！我居然在地铁里碰见了阿圭罗的儿子？,1676371230,1676371230,1421,足球,11,3001,1229,1128,0,7338,442,150,88082,1,0,3169.0,1256.0,0.0,1207.0,7718.0,466.0,157.0,96121.0,6,469052,425,-0.002352941176470588,-0.002352941176470588,1,？,0,1.326886574074074,48556.454545454544,1,0,1.3238095238095238,32.180952380952384,1,0,1,0,0,1,1,0,0,0,1
609273470,1676480889,1007663411,“春天十分美好，然而没有钱，真是倒霉。”,1676368791,1676368791,130,人文历史,4,2445,247,8137,0,11232,366,6594,200518,1,0,4171.0,377.0,0.0,13785.0,19095.0,527.0,11060.0,328114.0,6,644618,182,-0.005494505494505495,-0.005494505494505495,0,。,0,1.2974305555555556,160235.75,1,0,1.2362637362637363,60.13186813186813,1,0,1,0,1,0,1,0,1,0,0
609277635,1676477836,1006611724,⚡️我真的还想再活五百年⚡️,1676343600,1676306485,133,人力VOCALOID,12,1751,235,1288,0,3357,207,436,42963,1,0,2084.0,265.0,0.0,1604.0,4127.0,225.0,559.0,54343.0,6,14551,83,-0.012048192771084338,-0.012048192771084338,1,。,0,1.5536574074074074,193909.5,27,149,0.3860759493670886,6.044303797468355,1,0,1,0,0,1,1,0,1,0,0
609281377,1676475281,1006281961,如何整治外国人版《绝望的文盲》？【国际尬聊29】,1676282400,1676273337,92,日常,11,1227,656,4513,0,51792,224,265,282326,1,0,1269.0,661.0,0.0,4560.0,52400.0,231.0,271.0,287567.0,5,54342,44,-0.022727272727272728,-0.022727272727272728,1,？,0,2.2324189814814814,299934.2727272727,6,2,0.3522727272727273,39.71022727272727,1,0,1,0,0,1,1,0,0,0,1
609284674,1676483890,1008024419,“情人节讲屁话没用，让别人也单身”,1676383808,1676383809,338,搞笑,10,2061,608,743,0,18919,571,1235,175904,1,0,2310.0,654.0,0.0,801.0,20800.0,597.0,1327.0,201826.0,6,3204816,1843,-0.0005425935973955507,-0.0005425935973955507,1,。,0,1.1583564814814815,323291.7,0,0,1.248091603053435,25.587786259541986,1,0,1,0,0,1,1,0,1,0,0
609286867,1676483241,1007364693,【电竞名人传】中国星际2的希望——李培楠,1676368800,1676356503,163,电子竞技,9,2759,382,1072,0,14408,736,502,170151,1,0,3197.0,455.0,0.0,1268.0,17476.0,868.0,597.0,217683.0,6,401416,799,-0.0012515644555694619,-0.0012515644555694619,0,。,0,1.324548611111111,34413.88888888889,0,0,1.8083623693379791,42.606271777003485,1,0,1,0,1,0,1,0,1,0,0
609288145,1676475499,1007086611,陪弟弟写检讨的一天,1676347483,1676347483,91,搞笑,1,663,138,737,0,19983,230,128,238932,1,0,787.0,148.0,0.0,3980.0,23829.0,246.0,152.0,440363.0,6,437461,52,-0.019230769230769232,-0.019230769230769232,0,。,0,1.4816666666666667,112.0,0,0,0.7971014492753623,28.659420289855074,1,0,1,0,1,0,1,0,1,0,0
609299262,1676484053,1006410389,华农兄弟：带清华的兄弟姐妹体验乡村生活,1676345400,1676294055,194,三农,10,3775,697,906,0,37651,1088,745,408879,1,0,4042.0,735.0,0.0,941.0,39481.0,1138.0,789.0,443120.0,6,6353911,539,-0.0018552875695732839,-0.0018552875695732839,1,。,0,1.6047800925925926,46479.1,0,0,1.368,44.642,1,0,1,0,0,1,1,0,1,0,0
609299492,1676479403,1007850300,为了不让器官受损，男人选择用水母自杀，成功救活了7个人,1676382165,1676382166,682,影视杂谈,6,2454,439,6214,0,33042,391,365,399953,1,0,24624.0,1341.0,0.0,32822.0,176746.0,1286.0,2486.0,1855808.0,6,125937,371,-0.0026954177897574125,-0.0026954177897574125,1,。,0,1.1254398148148148,116208.16666666667,0,0,3.4019607843137254,49.28431372549019,1,0,1,0,0,1,1,0,1,0,0
609302297,1676486032,1007246670,我给散兵买了颗星星…,1676351191,1676351191,143,手机游戏,5,1166,75,1457,0,5051,685,1104,49191,1,0,1449.0,116.0,0.0,2093.0,8788.0,1215.0,1375.0,66865.0,3,881,4,-0.25,-0.25,1,。,0,1.5606597222222223,159639.2,0,2,2.132841328413284,19.416974169741696,1,0,1,0,0,1,1,0,1,0,0
609304910,1676476030,1007493096,《战壕里的烂笑话5.0——传奇》,1676362238,1676362238,166,人文历史,8,2179,170,1629,0,8660,418,314,87724,1,0,2749.0,200.0,0.0,3801.0,16498.0,474.0,445.0,156031.0,5,11183,23,-0.043478260869565216,-0.043478260869565216,1,。,0,1.317037037037037,215731.25,0,3,1.5,41.86,1,0,1,0,0,1,1,0,1,0,0
609304922,1676482287,1007904588,囤碘化钾、普鲁士蓝？囤成习惯还是过于敏感？,1676433600,1676380469,1006,科学科普,11,1715,1218,1702,0,18239,847,298,159720,1,0,2096.0,1417.0,0.0,2017.0,22361.0,1012.0,372.0,222195.0,6,1872865,191,-0.005235602094240838,-0.005235602094240838,1,？,0,0.5635069444444445,251953.9090909091,0,0,1.4311224489795917,20.278061224489797,1,0,1,0,0,1,1,0,0,0,1
609305466,1676484751,1005558089,罗老师教大家情人节怎么送女生礼物,1676254079,1676251822,184,社科·法律·心理,10,14981,1550,2501,0,40317,882,7159,644361,1,0,15482.0,1602.0,0.0,2606.0,41544.0,901.0,7249.0,668734.0,6,1048557,444,-0.0022522522522522522,-0.0022522522522522522,1,。,0,2.669814814814815,494347.5,0,0,1.7245989304812834,24.032085561497325,1,0,1,0,0,1,1,0,1,0,0
609306979,1676485398,1006050594,这不比谍战大片有意思？,1676275496,1676275496,153,电子竞技,7,2521,254,1553,0,37466,287,1880,347281,1,0,2937.0,297.0,0.0,1848.0,44429.0,304.0,2185.0,424844.0,6,859253,763,-0.001310615989515072,-0.001310615989515072,0,？,0,2.4294212962962964,635665.7142857143,0,0,0.5,31.8,1,0,1,0,1,0,1,0,0,0,1
609314609,1676478783,1005033241,《动物迷惑行为大赏141》,1676246400,1676220629,434,动物二创,7,1834,862,1226,0,26779,176,906,281721,1,0,1911.0,898.0,0.0,1364.0,27750.0,179.0,971.0,303919.0,6,1640532,400,-0.0025,-0.0025,1,。,0,2.6896180555555556,626395.4285714285,1,1,0.5619047619047619,6.495238095238095,1,0,1,0,0,1,1,0,1,0,0
609318497,1676485036,1005178524,印度顶级蛋炒饭，600个母蛋不糊弄,1676214588,1676214588,219,美食制作,5,515,644,756,0,13341,425,745,381710,1,0,531.0,677.0,0.0,801.0,13963.0,439.0,801.0,407076.0,6,339516,190,-0.005263157894736842,-0.005263157894736842,0,。,0,3.1301851851851854,411871.8,0,1,0.5543859649122806,9.466666666666667,1,0,1,0,1,0,1,0,1,0,0
609320156,1676481770,1006164656,情人节到了 你的初恋女友已上线 请查收,1676281249,1676281250,61,搞笑,4,580,174,778,0,20008,266,217,355786,1,0,614.0,183.0,0.0,840.0,21567.0,278.0,238.0,391186.0,2,132157,12,-0.08333333333333333,-0.08333333333333333,0,。,0,2.3208449074074076,343.25,0,0,0.3113207547169811,4.952830188679245,1,0,1,0,1,0,1,0,1,0,0
609333524,1676476513,1007259927,彻底解决电脑频繁蓝屏|从此告别蓝屏问题|最全面详细的解决思路|Windows系统,1676351528,1676351528,1335,软件应用,4,2246,75,6440,0,2680,413,485,67596,1,0,3124.0,101.0,0.0,9211.0,3820.0,594.0,698.0,101890.0,6,51422,93,-0.010752688172043012,-0.010752688172043012,1,。,0,1.446585648148148,651.75,1,0,1.2756756756756757,2.5675675675675675,1,0,1,0,0,1,1,0,1,0,0
609336976,1676482328,1007687338,【老男孩严选】IEM新晋人皇Oliveira罕见直播！说说赛场台前幕后小故事,1676369767,1676369767,219,电子竞技,10,4066,1481,1815,0,13046,1051,1094,304812,1,0,4230.0,1566.0,0.0,1902.0,13946.0,1082.0,1135.0,347385.0,6,540018,4969,-0.0002012477359629704,-0.0002012477359629704,1,！,0,1.3027893518518519,17837.5,0,0,2.5933333333333333,88.45333333333333,1,0,1,0,0,1,1,0,0,1,0
609344884,1676480610,1007685095,加拿大男子偶然看见巨人，之后遭遇更加离奇，惠斯勒山巨人目击事件 | X调查,1676370388,1676370388,1069,人文历史,7,4767,3980,6628,0,28068,2016,1160,742354,1,0,5292.0,4361.0,0.0,7023.0,31143.0,2161.0,1280.0,847843.0,6,1943816,226,-0.004424778761061947,-0.004424778761061947,1,。,0,1.2757175925925925,31139.85714285714,0,0,2.248,50.382,1,0,1,0,0,1,1,0,1,0,0
609354626,1676483247,1006554499,低分磨炼意志，边野6分钟送5个疯狂甩锅嘴硬怪我中单？,1676298261,1676298261,318,手机游戏,5,5435,502,1780,0,28065,1243,868,201700,1,0,6728.0,610.0,0.0,2319.0,36924.0,1436.0,1047.0,252371.0,6,139156,201,-0.004975124378109453,-0.004975124378109453,1,？,0,2.1410416666666667,267825.6,0,1,0.8997995991983968,13.96192384769539,1,0,1,0,0,1,1,0,0,0,1
609358297,1676480486,1007816101,评论情人节快乐有特效,1676375840,1676375840,101,搞笑,5,635,411,562,0,40069,647,2124,421820,1,0,748.0,460.0,0.0,726.0,48665.0,687.0,2468.0,520041.0,6,1076877,600,-0.0016666666666666668,-0.0016666666666666668,0,。,0,1.2111805555555555,429.4,0,0,0.202,29.946,1,0,1,0,1,0,1,0,1,0,0
609359325,1676478629,1007832953,【情人节特供】当然是和流浪者一起过啦❤️,1676376323,1676376323,184,MMD·3D,4,881,134,2356,0,3533,179,284,16943,1,0,1081.0,157.0,0.0,3108.0,4580.0,190.0,367.0,23404.0,6,46260,94,-0.010638297872340425,-0.010638297872340425,1,。,0,1.1840972222222221,282521.0,0,5,0.5871559633027523,21.577981651376145,1,0,1,0,0,1,1,0,1,0,0
609360637,1676484790,1006598995,登上热搜！YoYo颢鑫被称为“趵突泉夫妇”，为啥叫趵突泉？啥时候官宣的？ #趵突泉夫妇是真的 #yoyo颢鑫官宣,1676299391,1676299391,81,社会,1,2588,324,1517,0,58230,752,473,368144,1,0,2749.0,350.0,0.0,1640.0,63417.0,777.0,503.0,401285.0,6,656337,31,-0.03225806451612903,-0.03225806451612903,1,？,0,2.145821759259259,9.0,1,0,0.41,43.572,1,0,1,0,0,1,1,0,0,0,1
609365489,1676480396,1006239064,制作史上最强回旋镖，成品厚实、回旋半径大，折法还十分简单；只要竖着扔出去就能实现100%回旋到你身边！,1676287466,1676287466,117,手工,7,9405,280,43914,78,21700,854,3060,684638,1,0,11641.0,308.0,0.0,53636.0,27395.0,929.0,3744.0,817339.0,2,1524,36,-0.027777777777777776,-0.027777777777777776,0,！,0,2.232986111111111,136677.85714285713,2,0,1.3711340206185567,33.128865979381445,1,0,1,0,1,0,1,0,0,1,0
609370255,1676483789,1007570962,今天你的《初恋》和谁在一起,1676368800,1676343520,213,演奏,11,4328,412,896,0,11794,506,299,122710,1,0,5141.0,440.0,0.0,1099.0,13745.0,557.0,346.0,147553.0,6,949818,82,-0.012195121951219513,-0.012195121951219513,1,。,0,1.3308912037037037,98278.54545454546,14,38,0.38274932614555257,7.617250673854447,1,0,1,0,0,1,1,0,1,0,0
609385925,1676476266,1008772358,带 妹 上 分 ！,1676455200,1676437853,452,电子竞技,5,1320,756,959,0,27579,502,145,262199,1,1,2002.0,975.0,0.0,1468.0,41571.0,626.0,295.0,470198.0,6,244543,58,-0.017241379310344827,-0.017241379310344827,1,！,0,0.24381944444444445,265664.6,0,0,0.823728813559322,22.75593220338983,1,0,0,1,0,1,1,0,0,1,0
609409213,1676484606,1009258686,【剪辑】今年和去年的一月份闇之Shu刊【Shu Yamino｜NIJISANJI EN】,1676459436,1676459436,773,综合,4,1027,223,1274,0,6159,167,67,15267,1,1,1498.0,253.0,0.0,1970.0,8843.0,194.0,101.0,23999.0,6,886883,65,-0.015384615384615385,-0.015384615384615385,1,。,0,0.29131944444444446,15382.0,0,0,0.3203125,15.2890625,1,0,0,1,0,1,1,0,1,0,0
609409637,1676486146,1009512376,BABYMONSTER - Introducing RORA (李茶仁),1676473739,1676473670,542,音乐综合,4,1026,1334,536,0,3421,682,516,36195,1,0,1723.0,2161.0,0.0,1244.0,7956.0,1117.0,1170.0,140909.0,2,57111,13,-0.07692307692307693,-0.07692307692307693,0,。,0,0.14359953703703704,6138.25,0,0,0.47835051546391755,14.294845360824743,1,0,1,0,1,0,1,0,1,0,0
609417718,1676484960,1008999032,Pepoyo-IPPUN_GPに出すはずだった曲【原本应该为IPPUN_GP发布的歌曲】,1676462400,1676447170,61,VOCALOID·UTAU,7,673,195,824,0,3471,301,116,13316,1,0,950.0,225.0,0.0,1386.0,5447.0,341.0,166.0,29137.0,6,164895,34,-0.029411764705882353,-0.029411764705882353,1,。,0,0.2611111111111111,42868.42857142857,0,0,0.17110266159695817,4.1254752851711025,1,0,1,0,0,1,1,0,1,0,0
609418129,1676479445,1009034643,嘎子演抗日神剧有多逆天？直播间带货剧情都比这好！,1676453366,1676453366,405,影视杂谈,10,2767,2600,2071,0,37791,759,750,572444,1,0,3734.0,3252.0,0.0,2642.0,49333.0,964.0,1075.0,863820.0,6,2590999,908,-0.0011013215859030838,-0.0011013215859030838,1,？,0,0.3018402777777778,275003.3,3,6,0.5901639344262295,13.225409836065573,1,0,1,0,0,1,1,0,0,0,1
609421893,1676484157,1008498405,用500页纸画出的生草动画《草神大战史莱姆》,1676422902,1676422903,74,综合,9,1264,69,913,0,4873,139,392,24314,1,0,2763.0,120.0,0.0,2251.0,11322.0,226.0,887.0,56743.0,6,17882,13,-0.07692307692307693,-0.07692307692307693,1,。,0,0.7089699074074074,451440.77777777775,2,0,0.24778761061946902,5.451327433628318,1,0,1,0,0,1,1,0,1,0,0
609451563,1676485292,1008914182,【明日方舟 国服】陈sir的工作日【明日方舟×上海警方】,1676443367,1676443367,129,短片·手书·配音,7,1018,203,4630,0,13535,307,2894,124424,2,0,2820.0,428.0,0.0,10305.0,32216.0,605.0,4848.0,287864.0,6,1011,187,-0.0053475935828877,-0.0053475935828877,1,。,0,0.4852430555555556,60382.42857142857,5,0,0.9515151515151515,65.38787878787879,0,1,1,0,0,1,1,0,1,0,0
609462228,1676484272,1008748749,【天使与魔鬼】重挖 300年前悬疑，神秘兄弟会真的存在吗？(2/4),1676451600,1676440157,848,影视杂谈,8,2109,257,672,0,4156,82,21,34709,1,0,2815.0,333.0,0.0,824.0,5279.0,97.0,28.0,55267.0,6,982026,204,-0.004901960784313725,-0.004901960784313725,1,？,0,0.3781481481481481,11799.125,0,0,0.43859649122807015,3.6666666666666665,1,0,1,0,0,1,1,0,0,0,1
609465351,1676482034,1009128920,【上坂堇】谁还不是个二次元啦！阿宅分享特辑！,1676452762,1676452762,333,明星综合,10,2229,245,1379,0,10831,417,384,93281,1,0,2903.0,302.0,0.0,1877.0,14146.0,489.0,468.0,133154.0,6,273169,8,-0.125,-0.125,1,！,0,0.3387962962962963,128773.6,0,0,0.8226415094339623,10.626415094339622,1,0,1,0,0,1,1,0,0,1,0
651508377,1676479274,1000941674,《原神》角色演示-「黑魔仙小夜」,1675923137,1675923137,173,手机游戏,10,10833,1061,15327,0,59684,1367,34106,578659,1,0,11129.0,1086.0,0.0,15792.0,60919.0,1381.0,34793.0,592913.0,5,1274,3,-0.3333333333333333,-0.3333333333333333,1,。,0,6.436770833333333,93846.7,102,273,0.687374749498998,34.142284569138276,1,0,1,0,0,1,1,0,1,0,0
651531225,1676477481,1001186476,讨厌没有边界感的猫猫！,1675992255,1675992256,135,喵星人,9,1539,396,5281,0,63396,171,4179,564252,1,0,1609.0,407.0,0.0,5686.0,67315.0,183.0,4376.0,604656.0,6,1694305,304,-0.003289473684210526,-0.003289473684210526,1,！,0,5.616041666666667,138558.66666666666,0,0,0.49572649572649574,16.555555555555557,1,0,1,0,0,1,1,0,0,1,0
651545623,1676484254,1000923994,南方人和北方人互换饮食是什么体验？,1676001600,1675973481,228,美食记录,11,2485,2133,4851,68,117768,3505,3682,1472835,1,0,2615.0,2264.0,0.0,5143.0,122015.0,3673.0,3999.0,1562609.0,6,761745,73,-0.0136986301369863,-0.0136986301369863,0,？,0,5.586273148148148,265300.7272727273,0,0,4.108,66.786,1,0,1,0,1,0,1,0,0,0,1
651568269,1676483334,1000708005,乍暖还寒，做碗热腾腾的砂锅土豆粉！麻辣爽滑！配个酸辣土豆丝卷饼,1676025900,1675951928,581,美食记录,12,2929,1138,4812,0,20329,448,1917,426288,1,0,3030.0,1171.0,0.0,5028.0,21023.0,462.0,2036.0,449389.0,6,707359,181,-0.0055248618784530384,-0.0055248618784530384,1,！,0,5.294375,283655.6666666667,7,7,0.32941176470588235,9.01764705882353,1,0,1,0,0,1,1,0,0,1,0
651578322,1676477439,999891171,木头能不能融化？,1675914927,1675914927,65,科学科普,5,1177,368,3692,0,72101,1386,193,1394207,1,0,1198.0,373.0,0.0,3759.0,73145.0,1403.0,201.0,1422999.0,6,486464,512,-0.001953125,-0.001953125,0,？,0,6.510555555555555,509784.0,0,0,1.96,20.026,1,0,1,0,1,0,1,0,0,0,1
651582457,1676475605,1000478762,感谢无数的大家，感谢孩子们的拼搏，让孩子们的梦延续,1675940433,1675940433,196,亲子,5,27029,281,1677,0,31363,417,81,267018,1,0,27572.0,286.0,0.0,1712.0,32286.0,424.0,83.0,274299.0,6,47708,53,-0.018867924528301886,-0.018867924528301886,1,。,0,6.194120370370371,19350.2,25,301,0.36163522012578614,31.69811320754717,1,0,1,0,0,1,1,0,1,0,0
651615126,1676477935,1000519114,我念出了你的个签，却念不出你的悲伤,1675941997,1675941997,66,搞笑,11,914,213,2977,0,94081,1018,1636,1210091,1,0,958.0,223.0,0.0,3141.0,98334.0,1061.0,1710.0,1261765.0,6,421522,108,-0.009259259259259259,-0.009259259259259259,1,。,0,6.2029861111111115,1549.8181818181818,3,0,0.568,32.638,1,0,1,0,0,1,1,0,1,0,0
651629375,1676484841,1002930684,"任天堂：""游戏的快乐就是这么简单😁""",1676093769,1676093769,372,单机游戏,2,7424,1540,9377,0,44156,1656,12526,1067509,1,0,7660.0,1574.0,0.0,9720.0,45391.0,1676.0,12926.0,1100380.0,6,170867,69,-0.014492753623188406,-0.014492753623188406,1,。,0,4.526296296296296,458553.0,6,0,1.352,36.966,1,0,1,0,0,1,1,0,1,0,0
651631489,1676479134,1004666071,钢琴｜《晴天》A Sunny Day 周杰伦,1676190775,1676190775,91,演奏,5,1734,141,1398,0,7898,560,400,65571,1,0,1847.0,148.0,0.0,1538.0,8528.0,581.0,433.0,75481.0,6,61092,6,-0.16666666666666666,-0.16666666666666666,1,。,0,3.337488425925926,100531.4,0,1,0.4114713216957606,5.486284289276808,1,0,1,0,0,1,1,0,1,0,0
651642737,1676479092,1003570796,将就吃 浪漫手机,1676122101,1676122101,484,美食记录,7,2456,1307,788,0,31215,589,691,313951,1,0,2557.0,1332.0,0.0,836.0,32807.0,601.0,732.0,335160.0,6,1193352,146,-0.00684931506849315,-0.00684931506849315,0,。,0,4.131840277777778,300051.0,1,0,0.2942477876106195,8.188053097345133,1,0,1,0,1,0,1,0,1,0,0
651647484,1676485889,1003527258,挑战连续1小时无上限刮20元刮刮乐，能中多少钱？,1676188071,1676187468,404,日常,11,1684,1369,747,0,20700,1028,4040,597358,1,0,1751.0,1401.0,0.0,774.0,21415.0,1043.0,4202.0,626388.0,6,1460933,359,-0.002785515320334262,-0.002785515320334262,1,？,0,3.4469675925925927,20250.81818181818,0,0,0.938,14.136,1,0,1,0,0,1,1,0,0,0,1
651651630,1676477625,1003295972,给日本媳妇买了个小金手链！给她乐坏了，到家就给丈母娘炫耀上了,1676109830,1676109830,409,美食记录,11,25567,2127,1707,0,36053,1115,583,378895,1,0,26138.0,2160.0,0.0,1762.0,36749.0,1125.0,600.0,389631.0,6,321007,146,-0.00684931506849315,-0.00684931506849315,1,！,0,4.256886574074074,237949.0909090909,2,2,1.092,30.256,1,0,1,0,0,1,1,0,0,1,0
651658325,1676478390,1003333731,大 貔 貅,1676110710,1676110710,87,翻唱,7,5353,432,6720,0,57938,852,2051,456298,1,0,5665.0,445.0,0.0,7029.0,59259.0,871.0,2196.0,477975.0,6,518662,246,-0.0040650406504065045,-0.0040650406504065045,1,。,0,4.2555555555555555,82467.0,0,0,0.29,29.952,1,0,1,0,0,1,1,0,1,0,0
651667020,1676477372,1001967851,[动力火车/颜志琳] 蔡健雅《陌生人》,1676028071,1676028071,141,音乐综合,5,5973,303,1639,0,10441,409,601,170816,1,0,6200.0,317.0,0.0,1725.0,10774.0,421.0,622.0,177931.0,2,64206,8,-0.125,-0.125,1,。,0,5.200243055555555,829.2,0,0,0.2818181818181818,3.0545454545454547,1,0,1,0,0,1,1,0,1,0,0
651673397,1676478412,1003435899,今天我们就像是过去的好多天一样一次又一次地开箱了玩具....,1676116166,1676116166,1468,搞笑,12,29613,9688,10249,65,61846,1185,4555,753348,1,0,30200.0,9834.0,0.0,10401.0,63034.0,1194.0,4673.0,781380.0,6,1451742,293,-0.0034129692832764505,-0.0034129692832764505,0,。,0,4.192662037037037,342407.6666666667,1,0,0.678,48.46,1,0,1,0,1,0,1,0,1,0,0
651676209,1676476780,1003262910,国产新答辩！取名《黑棉花：悟能》，这鬼玩意卖38！,1676108844,1676108844,250,单机游戏,10,1430,882,3989,0,49554,758,1413,970991,1,0,1505.0,906.0,0.0,4310.0,50738.0,782.0,1484.0,1025060.0,6,2321566,478,-0.0020920502092050207,-0.0020920502092050207,1,！,0,4.258518518518518,398253.5,0,0,1.0419580419580419,52.99300699300699,1,0,1,0,0,1,1,0,0,1,0
651677163,1676477282,1002471236,我拍了个全B站画质最差劲的视频,1676084700,1676057222,430,搞笑,8,22091,5113,8270,60,104901,1338,1267,936738,1,0,22468.0,5171.0,0.0,8445.0,106833.0,1351.0,1293.0,963552.0,6,4053791,429,-0.002331002331002331,-0.002331002331002331,1,。,0,4.543773148148148,367611.875,0,0,0.724,73.736,1,0,1,0,0,1,1,0,1,0,0
651693067,1676484616,1004524032,从来不露脸的脑洞博主，也想有一段露脸视频！,1676186073,1676186073,101,绘画,12,1500,490,3090,0,61703,571,137,395594,1,0,1684.0,645.0,0.0,3678.0,72391.0,623.0,154.0,448941.0,6,997144,94,-0.010638297872340425,-0.010638297872340425,1,！,0,3.4553587962962964,279930.5,6,5,0.20588235294117646,7.88655462184874,1,0,1,0,0,1,1,0,0,1,0
651695689,1676475336,1002809687,暗信VS露娜，心理战的顶级博弈！,1676087540,1676087540,241,电子竞技,8,3203,354,5662,0,37504,691,738,516701,1,0,3275.0,357.0,0.0,6114.0,38221.0,703.0,755.0,547620.0,6,1168968,955,-0.0010471204188481676,-0.0010471204188481676,1,！,0,4.488379629629629,15302.0,3,4,1.060693641618497,27.55491329479769,1,0,1,0,0,1,1,0,0,1,0
651715632,1676483979,1001862498,超硬核解析！菩萨变美女的考验，佛道两家的顶级博弈,1676077200,1676040199,1784,影视杂谈,10,49608,7779,16171,49,70049,2740,4911,1461973,1,0,53950.0,8449.0,0.0,19694.0,89617.0,2982.0,5615.0,1627492.0,6,1128748,59,-0.01694915254237288,-0.01694915254237288,1,！,0,4.708090277777778,175440.7,11,5,2.8316633266533064,27.24448897795591,1,0,1,0,0,1,1,0,0,1,0
651717212,1676483493,1004602401,1500日元三文鱼无限量自助？？男子前往挑战结果…,1676189265,1676189265,381,美食侦探,9,14283,2241,5914,66,59978,1294,4297,912384,1,0,14823.0,2301.0,0.0,6107.0,61768.0,1326.0,4478.0,957821.0,6,3626387,168,-0.005952380952380952,-0.005952380952380952,1,？,0,3.4054166666666665,235008.66666666666,7,6,1.276553106212425,14.915831663326653,1,0,1,0,0,1,1,0,0,0,1
651722316,1676475239,1003752189,那个在汶川地震时捐款1个亿的唐山人，已经去世快9年了,1676193300,1676131177,692,人文历史,12,1615,426,1995,0,29612,386,211,199443,1,0,1905.0,510.0,0.0,2296.0,34147.0,426.0,243.0,238296.0,5,8018,661,-0.0015128593040847202,-0.0015128593040847202,1,。,0,3.2631828703703705,73284.91666666667,0,0,2.081967213114754,117.79781420765028,1,0,1,0,0,1,1,0,1,0,0
651729603,1676475599,1002922576,村里老奶奶送我一只小猫咪，这是什么品种的猫？,1676092644,1676092644,70,喵星人,11,91,184,1152,0,17481,173,11,418580,1,0,136.0,202.0,0.0,2154.0,19899.0,179.0,15.0,575645.0,3,10745,103,-0.009708737864077669,-0.009708737864077669,0,？,0,4.432349537037037,114115.63636363637,2,0,1.164835164835165,32.13186813186813,1,0,1,0,1,0,1,0,0,0,1
651730134,1676482618,1002363395,《流浪地球2》细节和彩蛋盘点，图丫丫房间官方下场解析,1676088000,1676047202,483,影视杂谈,6,1442,1508,8248,0,54126,747,2314,778529,1,0,1546.0,1569.0,0.0,8846.0,57285.0,808.0,2497.0,828045.0,6,551443,339,-0.0029498525073746312,-0.0029498525073746312,1,。,1,4.567337962962963,83150.0,0,1,1.7430555555555556,39.541666666666664,1,0,1,0,0,1,0,1,1,0,0
651744586,1676476415,1004331718,一道素菜凭什么热销北方炒菜馆？今天教你个小秘诀！干炸蘑菇～,1676175813,1676175813,149,美食制作,8,2242,202,10963,0,41045,434,1171,423502,1,0,2392.0,221.0,0.0,12189.0,45581.0,468.0,1295.0,470001.0,6,1307508,306,-0.0032679738562091504,-0.0032679738562091504,0,？,0,3.4791898148148146,342576.625,14,0,0.9210526315789473,9.649122807017545,1,0,1,0,1,0,1,0,0,0,1
