video_aid,爬取时间,video_cid,标题,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,平均标签订阅数,up在最热前500条评论的回复数,up在最热前500条评论的点赞数,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数,日均播放,日均点赞,日均硬币,日均评论,日均弹幕,日均分享,日均收藏,y,24h后播放增量,发布时间星期,发布时间
524854577,1677111596,1020316402,想做好电商必备的三个条件 零基础学电商-28课,1677061766,1677061766,5.099866427824199,职业职场,7,4,0,1,0,16,1,1,630,1,0,4.0,0.0,0.0,4.0,18.0,6.0,1.0,886.0,6.0,10.577044083331069,5.707110264748875,8999.019933554817,433.9468438538206,0,。,0,0.5767361111111111,7.065613363597717,0.0,0.0,0.0,0.6931471805599453,6.9960902829022755,3.322959185756478,2.071356568099171,1.0057274214846563,0.0,1.0057274214846563,1.0057274214846563,5.545177444479562,256.0,3,2023-02-22 18:29:26
524861153,1677112684,1019557277,初级会计职称题库每日刷一题|对啊网名师 签字并盖章的人员,1677029042,1677029042,4.700480365792417,职业职场,10,0,0,2,0,14,1,1,269,1,0,0.0,0.0,0.0,2.0,18.0,1.0,2.0,303.0,6.0,13.821547300115554,6.842683282238422,46466.3628601921,764.2027748132338,1,。,0,0.9680787037037036,4.341204640153626,0.0,0.0,0.0,0.0,5.627153269133478,2.6714992191468974,0.0,0.7094996790814144,0.0,0.7094996790814144,1.1203567319055774,3.5263605246161616,34.0,3,2023-02-22 09:24:02
566888324,1677123932,1010630715,直通车广泛匹配和精准匹配哪个更好？有什么区别？,1676554200,1676521417,5.278114659230517,职业职场,10,12,0,23,0,35,5,3,879,1,0,12.0,0.0,0.0,23.0,35.0,5.0,3.0,931.0,5.0,10.922027966438678,6.214608098422191,5455.296,117.466,1,？,0,6.59412037037037,5.149817358229593,0.6931471805599453,0.0,0.5108256237659906,0.5108256237659906,4.8926064986723174,1.6691696624765546,1.0366670226134045,0.5643197059769197,0.0,0.3749720504100677,1.5013973064502493,3.9512437185814275,52.0,4,2023-02-16 21:30:00
566919605,1677123470,1011558876,既要做坦率之人，又不要挨打,1676595591,1676595591,5.170483995038151,职业职场,3,100,7,124,0,463,50,21,9689,1,0,104.0,8.0,0.0,128.0,489.0,51.0,22.0,10442.0,6.0,12.301000934241559,6.79794041297493,10749.583705357143,263.2455357142857,0,。,0,6.109710648148148,10.650230790754627,0.6931471805599453,2.5649493574615367,0.3403258059372028,2.109393863963187,7.368867085418112,4.327847639119343,2.8545941500102443,2.2174294779148993,0.7634738114856767,1.4900125752350868,3.058498607644307,6.6240652277998935,753.0,5,2023-02-17 08:59:51
567047242,1677121226,1013405544,你做对了吗？绝不能跟任何人分享的4个秘密！,1676692170,1676692171,4.762173934797756,职业职场,11,10,1,86,0,159,5,8,2201,1,0,10.0,2.0,0.0,88.0,159.0,5.0,8.0,2246.0,6.0,12.777300748793763,5.497168225293202,324807.65573770495,13214.860655737704,0,？,0,4.965925925925926,8.667148068172896,0.0,0.0,0.0,0.5877866649021191,6.094067310797018,3.4663044314907876,1.1031762414260244,0.6965720964236322,0.18346449924948052,0.9597250630597889,2.9078852252926644,3.8066624897703196,45.0,6,2023-02-18 11:49:30
567061638,1677110993,1014285358,Creo/proe高尔夫球建模，建模技巧，结构设计，creo教程，proe教程，creo在线教学，一加一教育，佳言老师,1677108000,1676728389,4.584967478670572,职业职场,10,0,0,1,0,1,0,0,171,1,0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,643.0,5.0,10.762191543557298,6.194405391104672,3911.451020408164,72.35510204081632,1,。,0,0.0346412037037037,5.01529110563245,0.0,0.0,0.0,0.0,8.504375003442108,3.362711446939448,0.0,0.0,0.0,0.0,3.3967661504670326,6.156978985585555,472.0,4,2023-02-23 07:20:00
567081747,1677120428,1014052326,文科专业求职必看！进央企国企有哪些合适岗位可选,1676719857,1676719857,5.4680601411351315,职业职场,7,2,0,12,0,16,0,0,393,1,0,2.0,0.0,0.0,12.0,16.0,0.0,0.0,406.0,6.0,11.139845259006064,5.198497031265826,22368.762430939227,821.7955801104972,0,！,0,4.636238425925926,8.772256140760716,0.0,0.0,0.0,0.0,4.439906258480819,1.2386853688513386,0.35864194745735756,0.0,0.0,0.0,1.2776800003158215,2.5649493574615367,13.0,6,2023-02-18 19:30:57
567137911,1677118748,1015571561,工作和上学为什么让人难受，低谷时如何调节心态,1676801970,1676801971,6.212606095751519,职业职场,11,2586,510,1669,0,10075,461,810,72612,1,0,2686.0,530.0,0.0,1762.0,10549.0,482.0,849.0,76971.0,6.0,13.275499828790046,4.04305126783455,474366.2807017544,44243.57894736842,1,。,0,3.666412037037037,9.591562463380294,2.302585092994046,2.4849066497880004,0.5249601347008954,3.0982952855387063,9.893671939135883,7.9185988495404445,6.560070810682614,4.842106217394349,4.942360513667587,5.402336931509399,6.122960748754056,8.379997952238393,4359.0,7,2023-02-19 18:19:30
567149919,1677116139,1017323806,唐主任履新人大，折射出体制内这些潜规则，你很有必要掌握,1676895655,1676895655,5.541263545158426,职业职场,6,114,5,74,0,600,89,47,24759,1,0,114.0,5.0,0.0,77.0,616.0,90.0,50.0,25780.0,6.0,11.379702596175905,5.429345628954441,55448.90350877193,1314.9298245614036,1,。,0,2.551898148148148,4.394449154672439,1.6094379124341003,0.0,1.5322482737429706,2.4485390056171252,9.180106884174956,5.4600922011303075,3.821499197390707,3.5800685502784915,1.0849614879275564,2.9661831136889916,3.4011314638978685,6.928537818164665,1021.0,1,2023-02-20 20:20:55
567230823,1677119266,1015417583,试讲面试80分到90分，你需要抠好这5个细节。,1676794602,1676794602,5.0106352940962555,职业职场,4,16,0,108,0,128,7,5,2506,1,0,20.0,0.0,0.0,132.0,148.0,8.0,6.0,2891.0,4.0,10.944170542073266,4.59511985013459,16569.383838383837,1071.2525252525252,0,。,0,3.757685185185186,5.968067969301586,0.6931471805599453,0.0,0.1823215567939546,1.0296194171811581,6.502640009877691,3.528227138341294,1.6597394133804866,1.0518172745228518,0.0,0.8461284961837211,3.3925298767828047,5.953243334287785,385.0,7,2023-02-19 16:16:42
567305899,1677112000,1019721463,同事之间处理好关系很重要，请问你怎么处理与同事的关系？,1677052800,1677037661,4.983606621708336,职业职场,2,0,0,0,0,6,2,1,81,1,0,0.0,0.0,0.0,1.0,6.0,2.0,2.0,94.0,4.0,10.555291769561691,6.371611847231857,3430.931623931624,94.64102564102564,0,？,0,0.6851851851851852,10.785776727734268,0.0,0.0,0.0,0.0,4.772515288592489,2.1698256031481047,0.0,1.3658158297763499,0.0,0.8999415938726256,0.0,2.5649493574615367,13.0,3,2023-02-22 16:00:00
609467579,1677118232,1010025011,体制内摸鱼大师刘慈欣,1676810100,1676513210,4.564348191467836,职业职场,5,7,0,20,0,88,5,13,1704,1,0,7.0,0.0,0.0,24.0,95.0,5.0,15.0,1867.0,4.0,10.589207217267276,4.997212273764115,19574.364864864863,643.4459459459459,0,。,0,3.5663425925925925,11.62077847178958,0.0,0.0,0.0,0.3364722366212129,6.169193120607629,3.205796227696575,1.086133135492443,0.8763002860774207,0.0,1.5358324956461702,1.8882789459830969,5.093750200806762,163.0,7,2023-02-19 20:35:00
609551868,1677121313,1013326575,新公司在知乎上的口碑很差，我该不该信？,1676690225,1676690225,5.802118375377063,职业职场,11,193,115,456,0,554,92,49,13803,1,0,199.0,117.0,0.0,473.0,574.0,93.0,52.0,14975.0,6.0,11.061468773011072,5.3612921657094255,23387.788732394365,710.8826291079812,1,？,0,4.989444444444445,11.10911398885872,1.9459101490553132,1.9459101490553132,1.1865810616140668,3.1354942159291497,7.925316669036885,4.70984011696059,3.6808891486001216,2.9672775826349795,3.180079206163421,2.381463984419166,4.526050575864178,7.066466970136958,1172.0,6,2023-02-18 11:17:05
609641012,1677117491,1016436083,【对啊网】Excel小技巧——Text的用法（二）,1676855867,1676855867,4.9344739331306915,职业职场,10,2,2,4,0,11,1,0,258,1,0,2.0,2.0,0.0,4.0,12.0,1.0,0.0,265.0,6.0,13.821547300115554,6.842683282238422,46466.3628601921,764.2027748132338,1,。,0,3.0280555555555555,6.2426122948317895,0.0,0.0,0.0,0.0,4.44503890223746,1.2899745901142134,0.5071126572181944,0.2853630844195367,0.5071126572181944,0.0,0.8419893924978331,1.9459101490553132,7.0,1,2023-02-20 09:17:47
609670908,1677116466,1017115986,想让老板觉得你靠谱，做好这几件事,1676886442,1676886442,4.736198448394496,职业职场,4,2,0,28,0,39,2,1,1117,1,0,3.0,0.0,0.0,37.0,47.0,2.0,2.0,1357.0,4.0,10.598957034465641,6.796823718274855,3076.863687150838,115.2100558659218,0,。,0,2.662314814814815,10.425356968514395,0.0,0.0,0.0,0.0,6.039205823573784,2.6843656706342296,0.560316090683552,0.560316090683552,0.0,0.3188994350615419,2.44383839460303,5.480638923341991,240.0,1,2023-02-20 17:47:22
609727053,1677118728,1015608943,怎么判断你是不是当官的料？,1676802441,1676802441,4.174387269895637,职业职场,10,1,0,25,0,50,0,6,1549,1,0,1.0,0.0,0.0,25.0,50.0,0.0,6.0,1576.0,6.0,11.4558364604861,5.572154032177765,117574.01901140684,4279.836501901141,0,？,0,3.6607291666666666,10.799001943208546,0.0,0.0,0.0,0.0,6.047702486981222,2.614360651992499,0.24150955599482046,0.0,0.0,0.9704067750318617,2.057865510603985,3.295836866004329,27.0,7,2023-02-19 18:27:21
609729905,1677116685,1016933237,【2月20日直播回放】抽烟喝酒对寿命的影响问题,1676881514,1676881514,6.60934924316738,职业职场,8,66,64,54,0,309,86,57,10271,1,0,68.0,71.0,0.0,58.0,313.0,86.0,60.0,11048.0,6.0,13.656879355570146,4.787491742782046,113807.0,1958.1166666666663,0,。,0,2.721886574074074,8.864693678433763,0.6931471805599453,0.0,0.6607119048067914,1.4581200956911462,8.235754435873057,4.732016043604998,3.2287424970633802,3.484181373883899,3.199207800348304,3.0883733292020183,3.036834909557004,6.655440350367647,777.0,1,2023-02-20 16:25:14
609826433,1677112391,1019718449,这个上司，多少让人头大了，序号输入大法，赶紧收藏！！,1677036455,1677036455,4.624972813284271,职业职场,6,2,1,40,0,106,2,2,1920,1,0,2.0,1.0,0.0,43.0,113.0,2.0,2.0,2017.0,6.0,13.234400157132,5.342334251964811,186487.07655502396,7395.100478468899,0,！,0,0.8788888888888889,7.398378195430608,0.0,0.0,0.0,0.0,7.689177260578484,4.792535889668724,1.186501212794456,1.186501212794456,0.7597773811309263,1.186501212794456,3.839710561261027,4.574710978503383,97.0,3,2023-02-22 11:27:35
652019892,1677122416,1012291382,不会PS的人、适合做电商吗？,1676627952,1676627952,4.77912349311153,职业职场,8,2,0,9,0,20,4,1,908,1,0,2.0,0.0,0.0,9.0,20.0,4.0,2.0,942.0,6.0,10.577044083331069,5.707110264748875,8999.019933554817,433.9468438538206,0,？,0,5.722962962962963,8.012680929706839,0.0,0.0,0.0,0.22314355131420976,5.066757706807542,1.2512456017602396,0.29971142210182466,0.5300037318074415,0.0,0.16104230267350567,0.9449217094959846,3.5263605246161616,34.0,5,2023-02-17 17:59:12
652116430,1677119798,1014939493,初级会计职称题库每日刷一题|对啊网名师 固定资产折旧,1676773460,1676773461,5.017279836814924,职业职场,10,2,1,5,0,9,1,0,172,1,0,2.0,1.0,0.0,5.0,9.0,1.0,0.0,175.0,6.0,13.821547300115554,6.842683282238422,46466.3628601921,764.2027748132338,1,。,0,4.008541666666667,4.341204640153626,0.0,0.0,0.0,0.0,3.759066975788419,0.8087970763111854,0.40475456694053785,0.22271728720075273,0.22271728720075273,0.0,0.8097457002992147,1.0986122886681098,3.0,7,2023-02-19 10:24:20
652166401,1677116659,1017011494,特斯拉重拾毫米波雷达，激光雷达(Lidar)没戏了吗？,1676882633,1676882633,5.53338948872752,职业职场,10,40,42,30,0,198,18,8,4375,1,0,40.0,44.0,0.0,30.0,203.0,18.0,10.0,4555.0,6.0,11.061468773011072,5.3612921657094255,23387.788732394365,710.8826291079812,1,？,0,2.7086342592592594,11.01449931566976,2.0794415416798357,0.6931471805599453,0.9162907318741551,0.6286086594223741,7.387217254305295,4.291822486208115,2.7579565627837797,2.0341061827909295,2.80372209864248,1.3746058116979922,2.4911945431888056,5.19295685089021,180.0,1,2023-02-20 16:43:53
652221105,1677114959,1018249141,做表表不行，玩梗第一名，10秒教你快速制作时间计划表！！,1676956059,1676956059,4.290459441148391,职业职场,7,2,0,30,0,126,7,1,1367,1,0,2.0,0.0,0.0,30.0,129.0,7.0,1.0,1422.0,6.0,13.234400157132,5.342334251964811,186487.07655502396,7395.100478468899,0,！,0,1.8391203703703705,9.80969479229676,0.6931471805599453,0.0,0.15415067982725816,0.15415067982725816,6.611086438991289,4.226994509218818,0.7359558724103363,1.5698999683516681,0.0,0.4342068777217733,2.851408336303182,4.007333185232471,55.0,2,2023-02-21 13:07:39
652227000,1677113693,1018350846,想要让员工忠诚，除了金钱外你的情感付出到位了没有？,1676979900,1676960723,5.170483995038151,职业职场,9,0,2,31,0,53,2,12,1800,1,0,1.0,2.0,0.0,39.0,65.0,3.0,17.0,2550.0,4.0,10.598957034465641,6.796823718274855,3076.863687150838,115.2100558659218,0,？,0,1.5485300925925929,9.648057523921535,0.0,0.0,0.6931471805599453,0.0,7.058235790259596,3.5329857599274614,0.0,0.8292273056921832,0.8292273056921832,2.1689719075651728,3.0454260555645485,6.620073206530356,750.0,2,2023-02-21 19:45:00
652243041,1677114815,1018316526,"智人永不为奴！头铁UP主单挑ChatGPT职场话题,评论区持续更新中...",1676960532,1676960532,5.799092654460526,职业职场,10,30,41,19,0,114,66,6,1736,1,0,34.0,44.0,0.0,19.0,122.0,71.0,6.0,1907.0,6.0,11.061468773011072,5.3612921657094255,23387.788732394365,710.8826291079812,1,！,0,1.7856828703703704,10.283819451005295,2.8903717578961645,0.6931471805599453,1.041453874828161,0.7537718023763802,6.879537992714697,4.156397545888898,2.8792150616969967,3.6365501030381577,3.1764026317458844,1.4724856151018453,2.454463523658377,5.14166355650266,171.0,2,2023-02-21 14:22:12
652244000,1677116089,1017357955,工业电气设计管丨继电保护丨变电站丨工业园丨 史老师,1676897012,1676897012,7.164720378771857,职业职场,11,0,0,2,0,4,0,1,122,1,0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,131.0,4.0,10.889733359497507,6.240275845170769,958.187134502924,27.058479532163744,1,。,0,2.5356134259259258,9.323522942712868,0.0,0.0,0.0,0.0,3.8735854543494033,0.4558587707360371,0.0,0.0,0.0,0.3324512231679101,0.5815247488485595,2.1972245773362196,9.0,1,2023-02-20 20:43:32
652248166,1677116152,1017185558,今天更换一个联想Y7000的键盘，看完之后请在评论区打出so easy,1676895119,1676895119,5.099866427824199,职业职场,5,1,0,4,0,38,4,0,737,1,0,1.0,0.0,0.0,4.0,38.0,4.0,0.0,757.0,5.0,11.077701934697789,6.124683390894205,6410.792122538293,345.2144420131291,1,。,0,2.558252314814814,12.007874113973356,0.6931471805599453,0.0,0.28768207245178085,0.6931471805599453,5.663263556361937,2.6982618238989855,0.32994516568965837,0.9413998162091328,0.0,0.0,0.9413998162091328,2.995732273553991,20.0,1,2023-02-20 20:11:59
652264948,1677112308,1019776562,10省份放宽报考公务员35岁年龄限制,1677038790,1677038790,5.429345628954441,职业职场,9,4,2,4,0,72,10,3,2061,1,0,5.0,2.0,0.0,5.0,86.0,13.0,6.0,2535.0,5.0,11.243986635335583,3.9318256327243257,92167.90196078432,3001.627450980392,1,。,0,0.8509027777777778,10.533532217445948,0.0,0.0,0.09531017980432493,0.7884573603642703,7.792403982505104,4.4381235206307,1.7406222289901794,2.5457056834648837,1.2090931098685924,1.5097650101608742,1.7406222289901794,6.161207321695077,474.0,3,2023-02-22 12:06:30
652325692,1677113830,1018732647,比较万能的职业院校试讲导入～别再乱讲了！,1676976706,1676976706,4.6913478822291435,职业职场,5,4,0,20,0,33,3,0,412,1,0,4.0,0.0,0.0,24.0,39.0,3.0,0.0,494.0,4.0,10.944170542073266,4.59511985013459,16569.383838383837,1071.2525252525252,0,！,0,1.5870833333333334,9.862248804519531,0.0,0.0,0.0,0.6931471805599453,5.55912539920696,3.034609611323913,1.2585594358010381,1.0613464325917992,0.0,0.0,2.610197191850771,4.406719247264253,82.0,2,2023-02-21 18:51:46
694506983,1677118268,1014896974,你越“好学”，你就越容易在面试中被淘汰！,1676808000,1676771943,4.68213122712422,职业职场,11,117,34,1165,0,1785,113,57,50775,1,0,125.0,36.0,0.0,1203.0,1828.0,117.0,58.0,52434.0,6.0,12.258033966738115,5.869296913133774,35247.627118644064,1114.8898305084747,1,！,0,3.591064814814815,9.938951216811697,0.0,0.0,0.9444616088408513,3.3531212482263806,9.556710622129202,6.208724929894357,3.513956427799549,3.4802238755699157,2.3483176199322444,2.8256986725846738,5.785105319712177,7.413970290190444,1659.0,7,2023-02-19 20:00:00
694534923,1677119333,1014284563,Creo/proe ipad曲面造型，建模技巧，结构设计，creo教程，proe教程，creo在线教学，一加一教育，佳言老师,1676791500,1676728364,4.718498871295094,职业职场,10,0,1,47,0,62,5,3,1063,1,0,0.0,1.0,0.0,50.0,68.0,7.0,3.0,1122.0,5.0,10.762191543557298,6.194405391104672,3911.451020408164,72.35510204081632,1,。,0,3.794363425925926,5.01529110563245,0.0,0.0,0.5108256237659906,0.0,5.635333721768288,2.793617728471432,0.0,0.8405943399089248,0.23392428506040103,0.5825767039221726,2.5942687356721232,4.07753744390572,59.0,7,2023-02-19 15:25:00
694548816,1677119638,1013889562,【公务员遴选笔试】乡镇干部的“金木水火土”,1676779200,1676712355,4.9344739331306915,职业职场,8,8,0,20,0,28,0,4,456,1,0,8.0,0.0,0.0,20.0,29.0,0.0,6.0,481.0,5.0,11.92082760111181,7.065613363597717,10479.456874466268,536.6771989752349,1,。,0,3.9402546296296297,6.482342533064276,0.0,0.0,0.0,0.0,4.751247461483215,1.960959162144033,1.10867008547052,0.0,0.0,0.7006999959365422,1.8043159882003896,3.2188758248682006,25.0,7,2023-02-19 12:00:00
694629446,1677115857,1017493390,给大家分享一道人际关系题，备考甘肃省选调生的同学要格外注意此类题目。,1676902865,1676902865,5.3612921657094255,职业职场,6,178,25,371,0,527,131,73,42800,1,0,178.0,25.0,0.0,384.0,547.0,125.0,73.0,44457.0,3.0,10.853947800180379,3.6635616461296463,35466.307692307695,1130.6410256410256,0,。,0,2.4651851851851854,10.451753459275963,1.0986122886681098,0.6931471805599453,0.9742285689803742,3.218173824137371,9.762026451061264,5.3649336180327385,4.293270948800129,3.991573728191626,2.410652278851438,3.4214044960212457,5.0205578573641105,7.4127640174265625,1657.0,1,2023-02-20 22:21:05
694654146,1677115932,1016567550,做电商要会抄？其实你未必抄的起,1676899800,1676862346,4.700480365792417,职业职场,10,15,0,47,0,70,14,4,1967,1,0,17.0,0.0,0.0,59.0,78.0,15.0,6.0,2290.0,5.0,10.922027966438678,6.214608098422191,5455.296,117.466,1,？,0,2.5015277777777776,5.149817358229593,1.791759469228055,0.0,0.5596157879354227,0.3184537311185346,6.667363162056148,3.3315935857164485,1.9453865223732973,1.8865513128797873,0.0,0.9551355356855072,2.9851018769629754,5.777652323222656,323.0,1,2023-02-20 21:30:00
694660824,1677113976,1018006491,被平级主管叠罗汉了怎么办,1676973600,1676943813,5.568344503761097,职业职场,5,34,7,144,0,258,29,27,9270,1,0,39.0,7.0,0.0,191.0,306.0,35.0,37.0,11950.0,5.0,11.086869819246054,5.003946305945459,33200.30201342282,1130.758389261745,0,。,0,1.6247222222222222,10.16053772217985,0.6931471805599453,0.0,0.7621400520468967,2.2361399935858928,8.649201797561076,5.067622723922793,3.087702980288636,2.9364707375301466,1.6692958952808084,2.8689338968013236,4.495696055832435,7.893572073504902,2680.0,2,2023-02-21 18:00:00
694695132,1677115158,1018156435,他因削弱和直接否定论点，谁强？以这道四川省考真题为例,1676951142,1676951142,5.365976015021851,职业职场,1,3,0,17,0,14,25,3,969,1,0,3.0,1.0,0.0,17.0,15.0,32.0,5.0,1184.0,6.0,11.032984624785259,5.793013608384144,8114.731707317073,177.8810975609756,0,？,0,1.8983333333333332,8.507748732588238,0.6931471805599453,0.0,1.0296194171811581,0.26236426446749106,6.235288303659731,1.9980810213842228,0.9479187029717351,2.6510880185886405,0.0,0.9479187029717351,2.2980974265246576,5.3706380281276624,215.0,2,2023-02-21 11:45:42
694733328,1677118313,1015654522,签租房合同要注意的7个细节，看完不掉坑！生活常识 薅知识,1676805990,1676805990,5.480638923341991,职业职场,11,35,0,373,0,335,6,34,2504,1,0,35.0,0.0,0.0,387.0,348.0,6.0,38.0,2615.0,6.0,12.69062000021675,5.3230099791384085,373669.5073170732,26437.09756097561,0,！,0,3.614849537037037,9.090512064358132,0.6931471805599453,0.0,0.1823215567939546,1.33500106673234,6.540594499318617,4.529080298923694,2.3685866726222224,0.9782584972428288,0.0,2.342348674024042,4.646172813072828,4.709530201312334,111.0,7,2023-02-19 19:26:30
694735551,1677116596,1016813452,不看后悔系列｜关注关得好，职场没烦恼,1676883900,1676873976,4.31748811353631,职业职场,3,40,4,516,0,830,25,8,6798,1,0,44.0,4.0,0.0,554.0,893.0,25.0,10.0,7419.0,6.0,11.387566302805713,5.730099782973574,75327.23701298701,3715.4545454545455,0,。,0,2.6932407407407406,5.856026576212877,1.0986122886681098,0.0,0.2135741002980589,2.2833537310661582,7.833638525419963,5.730680495954545,2.7632954063985,2.330443162000548,0.9103529676689657,1.3788666305483321,5.260567445282968,6.431331081933479,621.0,1,2023-02-20 17:05:00
694789832,1677113363,1019001893,避雷！向上沟通汇报常见的7个错误！,1676987951,1676987951,4.927253685157205,职业职场,8,3,0,16,0,23,2,2,1095,1,0,3.0,0.0,0.0,19.0,25.0,2.0,2.0,1123.0,6.0,11.139845259006064,5.198497031265826,22368.762430939227,821.7955801104972,0,！,0,1.4515277777777778,9.675504183174231,0.6931471805599453,0.0,0.6931471805599453,0.0,6.625893000660244,2.7628775743387926,1.1206307165156135,0.8662003255692978,0.0,0.8662003255692978,2.486810554960766,3.332204510175204,28.0,2,2023-02-21 21:59:11
694852237,1677111869,1019584567,欧洲“扫地僧”助力华为新员工,1677056400,1677037685,4.663439094112067,职业职场,5,2,0,5,0,56,3,1,1335,1,0,2.0,0.0,0.0,6.0,75.0,5.0,2.0,1636.0,5.0,11.475846456728808,5.10594547390058,15161.915151515152,743.6666666666666,0,。,0,0.6420023148148148,9.812380527089667,0.6931471805599453,0.0,0.4054651081081644,0.4054651081081644,7.639849940502473,4.468515060403273,1.4147004519279092,1.735696986562249,0.0,0.939079790450603,2.173402392530512,5.707110264748875,301.0,3,2023-02-22 17:00:00
736984042,1677122644,1010495148,单位领导让你和老同事一起完成工作，老同事经常找各种理由不来上班，导致任务失败，你怎么办？,1676620800,1676533196,4.787491742782046,职业职场,2,0,0,2,0,7,1,1,453,1,0,0.0,0.0,0.0,2.0,7.0,1.0,1.0,463.0,4.0,10.555291769561691,6.371611847231857,3430.931623931624,94.64102564102564,0,？,0,5.80837962962963,10.785776727734268,0.0,0.0,0.0,0.0,4.35659048686838,0.1866085104406591,0.0,0.15885251338578352,0.0,0.15885251338578352,0.29589582991225116,2.302585092994046,10.0,5,2023-02-17 16:00:00
737025091,1677120758,1013825975,如今社会，什么样的人最可怜？,1676709633,1676709634,5.998936561946683,职业职场,11,16,1,48,0,73,1,9,1484,1,0,16.0,1.0,0.0,50.0,73.0,1.0,9.0,1513.0,6.0,11.4558364604861,5.572154032177765,117574.01901140684,4279.836501901141,0,？,0,4.758391203703703,12.267136529145787,0.0,0.0,0.0,0.6931471805599453,5.742586795028115,2.7305498124491803,1.4730409315909454,0.19074850208315577,0.19074850208315577,1.0617392786350184,2.4058132059576156,3.367295829986474,29.0,6,2023-02-18 16:40:33
737086789,1677120810,1013183118,领导让你回家和父母沟通棚户区拆迁，一个星期内必须要沟通好，你怎么办？,1676707200,1676682617,5.081404364984463,职业职场,2,1,0,5,0,11,0,2,192,1,0,1.0,0.0,0.0,6.0,11.0,0.0,2.0,228.0,4.0,10.555291769561691,6.371611847231857,3430.931623931624,94.64102564102564,0,？,0,4.787152777777778,10.785776727734268,0.0,0.0,0.0,0.0,3.691559546986144,0.8319594477567331,0.1897045973705471,0.0,0.0,0.3490957027813929,0.7151347595568769,3.58351893845611,36.0,6,2023-02-18 16:00:00
737096538,1677121952,1012562906,入行一年 我再也做不了模特了？,1676639578,1676639578,6.326149473155099,职业职场,6,6121,318,1050,0,11611,465,261,168784,1,0,7258.0,382.0,0.0,1235.0,13598.0,510.0,377.0,203661.0,6.0,12.819429586543823,5.934894195619588,171130.42857142858,6707.161375661376,1,？,0,5.583032407407408,10.555669499150875,0.0,0.0,0.8157495026522777,4.316850228971783,10.316642998951892,7.639976132657308,7.000660385320276,4.434240349440681,4.059723678993853,3.8659536903662026,5.242116459645676,10.459582865149603,34877.0,5,2023-02-17 21:12:58
737129957,1677116326,1017193327,遇到不配合的同事怎么办？,1676889760,1676889760,5.37989735354046,职业职场,6,11,2,36,0,107,11,11,1960,1,0,11.0,2.0,0.0,37.0,116.0,11.0,11.0,2142.0,5.0,11.086869819246054,5.003946305945459,33200.30201342282,1130.758389261745,0,？,0,2.6222916666666665,9.978324425643661,0.0,0.0,0.3184537311185346,1.1394342831883648,6.61665113482904,3.7087802170663835,1.647658926636657,1.647658926636657,0.5668419964610775,1.647658926636657,2.689780996701607,5.204006687076795,182.0,1,2023-02-20 18:42:40
737151383,1677118697,1015641372,118-很多直男哄老婆，煞费苦心说了一大堆，老婆反而更生气了，原因是什么你知道吗？,1676803951,1676803951,4.248495242049359,职业职场,9,0,0,1,0,4,1,1,243,1,0,0.0,0.0,0.0,3.0,7.0,2.0,1.0,869.0,5.0,11.252118986523802,4.976733742420574,50829.855172413794,2184.6758620689657,1,？,0,3.642893518518519,5.947164288211402,0.0,0.0,0.0,0.0,4.200283154805664,0.09351607258500605,0.0,0.24255948647263728,0.0,0.24255948647263728,0.24255948647263728,6.439350371100098,626.0,7,2023-02-19 18:52:31
737158175,1677117461,1016468723,2023一号文件 I 5分钟讲完,1676857655,1676857655,5.998936561946683,职业职场,10,3594,324,21529,0,10337,192,3839,362543,1,0,4118.0,464.0,0.0,24610.0,12160.0,198.0,4642.0,414835.0,5.0,10.734176822114557,3.258096538021482,31134.5,1268.0,0,。,0,3.007013888888889,8.15774297138752,0.0,0.0,1.1273617019540956,3.2999948761529927,11.699950844083611,8.142537447720452,7.086909870773098,4.172088003729826,4.689034097020685,7.152802646061543,8.876348282575327,10.864598674681751,52292.0,1,2023-02-20 09:47:35
737161277,1677113969,1017260535,【Java高级】线上GC问题，技术专家如何分析，与面试很不一样,1676973600,1676893007,5.971261839790462,职业职场,10,654,118,753,0,1008,307,76,22789,1,0,805.0,119.0,0.0,948.0,1240.0,350.0,109.0,29463.0,6.0,11.038254962793788,5.594711379601839,16838.940520446096,612.3531598513011,0,。,0,1.6246412037037037,11.34824419930777,4.7535901911063645,4.762173934797756,1.0092671883322597,1.3646952493164288,9.548746248701274,6.430436454949816,6.000301438210502,5.246838791419229,4.2990718567450426,3.8665979243869533,6.14093346797194,8.80597465931132,6674.0,2,2023-02-21 18:00:00
